,code,en_name,ch_name
76,G230,Hallervorden-Spatz disease,Hallervorden-Spatz氏病
77,G231,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],進行性核上麻痺 [Steele-Richardson-Olszewski氏病]
78,G232,Striatonigral degeneration,紋狀體黑質退化
79,G238,Other specified degenerative diseases of basal ganglia,其他特定之基底核退化性疾病
80,G239,"Degenerative disease of basal ganglia, unspecified",基底核退化性疾病，未特定
81,G24,Dystonia,張力不全
82,G240,Drug induced dystonia,藥物導致之張力不全
83,G2401,Drug induced subacute dyskinesia,藥物導致之亞急性異動症
84,G2402,Drug induced acute dystonia,藥物導致之急性肌張力不全
85,G2409,Other drug induced dystonia,其他藥物導致之肌張力不全
86,G241,Genetic torsion dystonia,遺傳性扭轉肌張力不全
87,G242,Idiopathic nonfamilial dystonia,原發性非家族性肌張力不全
88,G243,Spasmodic torticollis,痙攣性斜頸
89,G244,Idiopathic orofacial dystonia,原發性口面部肌張力不全
90,G245,Blepharospasm,眼瞼痙攣
91,G248,Other dystonia,其他肌張力不全
92,G249,"Dystonia, unspecified",肌張力不全，未特定
93,G25,Other extrapyramidal and movement disorders,其他錐體外路(徑)及動作疾患
94,G250,Essential tremor,本態性顫抖
95,G251,Drug-induced tremor,藥物導致之顫抖
96,G252,Other specified forms of tremor,其他特定型態之顫抖
97,G253,Myoclonus,肌躍症
98,G254,Drug-induced chorea,藥物導致之舞蹈症
99,G255,Other chorea,其他舞蹈症
100,G256,Drug induced tics and other tics of organic origin,藥物導致之肌抽搐及其他器質性肌抽搐
101,G2561,Drug induced tics,藥物導致之肌抽搐
102,G2569,Other tics of organic origin,其它器質性肌抽搐
103,G257,Other and unspecified drug induced movement disorders,其他及未特定藥物導致之動作障礙疾患
104,G2570,"Drug induced movement disorder, unspecified",藥物導致之動作障礙疾患，未特定
105,G2571,Drug induced akathisia,藥物導致之靜坐不能
106,G2579,Other drug induced movement disorders,其他藥物導致之動作障礙疾患
107,G258,Other specified extrapyramidal and movement disorders,其它特定錐體外及動作障礙疾患
108,G2581,Restless legs syndrome,不寧腿症候群
109,G2582,Stiff-man syndrome,僵硬人症候群
110,G2589,Other specified extrapyramidal and movement disorders,其它特定錐體外及動作障礙疾患
111,G259,"Extrapyramidal and movement disorder, unspecified",錐體外及動作障礙疾患，未特定
112,G26,Extrapyramidal and movement disorders in diseases classified elsewhere,歸類於他處疾患所致之錐體外及動作障礙疾患
113,G30,Alzheimer's disease,阿茲海默氏病
114,G300,Alzheimer's disease with early onset,早發型阿茲海默氏病
115,G301,Alzheimer's disease with late onset,晚發型阿茲海默氏病
116,G308,Other Alzheimer's disease,其他阿茲海默氏病
117,G309,"Alzheimer's disease, unspecified",阿茲海默氏病，未特定
118,G31,"Other degenerative diseases of nervous system, not elsewhere classified",神經系統其他退化性疾病，他處未分類
119,G310,Frontotemporal dementia,額顳葉失智症
120,G3101,Pick's disease,畢克氏病
121,G3109,Other frontotemporal dementia,其它額顳葉失智症
122,G311,"Senile degeneration of brain, not elsewhere classified",老年性腦退化，他處未歸類者
123,G312,Degeneration of nervous system due to alcohol,酒精所致之神經系統退化
124,G318,Other specified degenerative diseases of nervous system,神經系統其他特定的退化性疾病
125,G3181,Alpers disease,Alpers氏病
126,G3182,Leigh's disease,Leigh's 氏病
127,G3183,Dementia with Lewy bodies,路易士體失智症
128,G3184,"Mild cognitive impairment, so stated",輕度認知功能障礙
129,G3189,Other specified degenerative diseases of nervous system,其他特定神經系統退化疾病
130,G319,"Degenerative disease of nervous system, unspecified",神經系統退化疾病，未特定
131,G32,Other degenerative disorders of nervous system in diseases classified elsewhere,歸類於他處疾病所致之神經系統其他退化性疾病
132,G320,Subacute combined degeneration of spinal cord in diseases classified elsewhere,歸類於他處疾病所致之亞急性脊髓聯合退化
133,G328,Other specified degenerative disorders of nervous system in diseases classified elsewhere,歸類於他處疾病所致之神經系統其他特定退化疾患
134,G35,Multiple sclerosis,多發性硬化症
135,G36,Other acute disseminated demyelination,其他急性散播性脫髓鞘病
136,G360,Neuromyelitis optica [Devic],視神經脊髓炎 [Devic氏病]
137,G361,Acute and subacute hemorrhagic leukoencephalitis [Hurst],急性及亞急性出血性腦白質炎 [Hurst氏病]
138,G368,Other specified acute disseminated demyelination,其他特定急性散播性脫髓鞘病
139,G369,"Acute disseminated demyelination, unspecified",急性散播性脫髓鞘病，未特定
140,G37,Other demyelinating diseases of central nervous system,中樞神經系統其他脫髓鞘疾病
141,G370,Diffuse sclerosis of central nervous system,中樞神經系統瀰漫性硬化症
142,G371,Central demyelination of corpus callosum,胼骶體中樞性脫髓鞘病
143,G372,Central pontine myelinolysis,中樞橋腦髓鞘溶解症
144,G373,Acute transverse myelitis in demyelinating disease of central nervous system,中樞神經系統脫髓鞘疾病所致的急性橫貫性脊髓炎
145,G374,Subacute necrotizing myelitis of central nervous system,中樞神經系統之亞急性壞死性脊髓炎
146,G375,Concentric sclerosis [Balo] of central nervous system,中樞神經系統之同心性硬化症[Balo ]
147,G378,Other specified demyelinating diseases of central nervous system,中樞神經系統其他特定的脫髓鞘疾病
148,G379,"Demyelinating disease of central nervous system, unspecified",中樞神經系統之脫髓鞘疾病  未特定
149,G40,Epilepsy and recurrent seizures,癲癇及重覆發作
150,G400,Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset,有關侷限(局部)(部份)特發性癲癇及癲癇症候群伴有侷限性發作
151,G4000,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset,not intractable",有關侷限(局部)(部份)特發性癲癇及癲癇症候群伴有侷限性發作，非難治之癲癇
152,G40001,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, with status epilepticus",有關侷限(局部)(部份)特發性癲癇及癲癇症候群伴有侷限性發作，非難治之癲癇，伴有癲癇重積狀態
153,G40009,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus",有關侷限(局部)(部份)特發性癲癇及癲癇症候群伴有侷限性發作，非難治之癲癇，未伴有癲癇重積狀態
154,G4001,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable",有關侷限(局部)(部份)特發性癲癇及癲癇症候群伴有侷限性發作，難治之癲癇
155,G40011,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable, with status epilepticus",有關侷限(局部)(部份)特發性癲癇及癲癇症候群伴有侷限性發作，難治之癲癇，伴有癲癇重積狀態
156,G40019,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable, without status epilepticus",有關侷限(局部)(部份)特發性癲癇及癲癇症候群伴有侷限性發作，難治之癲癇，未伴有癲癇重積狀態
157,G401,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures,有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有單純型部份發作
158,G4010,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable",有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有單純型部份發作，非難治之癲癇
159,G40101,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, with status epilepticus",有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有單純型部份發作，非難治之癲癇，伴有癲癇重積狀態
160,G40109,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus",有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有單純型部份發作，非難治之癲癇，未伴有癲癇重積狀態
161,G4011,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable",有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有單純型部份發作，難治之癲癇
162,G40111,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, with status epilepticus",有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有單純型部份發作，難治之癲癇，伴有癲癇重積狀態
163,G40119,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, without status epilepticus",有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有單純型部份發作，難治之癲癇，未伴有癲癇重積狀態
164,G402,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有複雜型部份發作
165,G4020,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable",有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有複雜型部份發作，非難治之癲癇
166,G40201,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, with status epilepticus",有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有複雜型部份發作，非難治之癲癇，伴有癲癇重積狀態
167,G40209,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, without status epilepticus",有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有複雜型部份發作，非難治之癲癇，未伴有癲癇重積狀態
168,G4021,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable",有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有複雜型部份發作，難治之癲癇
169,G40211,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, with status epilepticus",有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有複雜型部份發作，難治之癲癇，伴有癲癇重積狀態
170,G40219,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, without status epilepticus",有關侷限(局部)(部份)症狀性癲癇及癲癇症候群伴有複雜型部份發作，難治之癲癇，未伴有癲癇重積狀態
171,G403,Generalized idiopathic epilepsy and epileptic syndromes,廣泛性特發性癲癇及癲癇症候群
172,G4030,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable",廣泛性特發性癲癇及癲癇症候群，非難治之癲癇
173,G40301,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, with status epilepticus",廣泛性特發性癲癇及癲癇症候群，非難治之癲癇，伴有癲癇重積狀態
174,G40309,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus",廣泛性特發性癲癇及癲癇症候群，非難治之癲癇，未伴有癲癇重積狀態
175,G4031,"Generalized idiopathic epilepsy and epileptic syndromes, intractable",廣泛性特發性癲癇及癲癇症候群，難治之癲癇
176,G40311,"Generalized idiopathic epilepsy and epileptic syndromes, intractable, with status epilepticus",廣泛性特發性癲癇及癲癇症候群，難治之癲癇，伴有癲癇重積狀態
177,G40319,"Generalized idiopathic epilepsy and epileptic syndromes, intractable, without status epilepticus",廣泛性特發性癲癇及癲癇症候群，難治之癲癇，未伴有癲癇重積狀態
178,G404,Other generalized epilepsy and epileptic syndromes,其他廣泛性癲癇及癲癇症候群
179,G4040,"Other generalized epilepsy and epileptic syndromes, not intractable",其他廣泛性癲癇及癲癇症候群，非難治之癲癇
180,G40401,"Other generalized epilepsy and epileptic syndromes, not intractable, with status epilepticus",其他廣泛性癲癇及癲癇症候群，非難治之癲癇，伴有癲癇重積狀態
181,G40409,"Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus",其他廣泛性癲癇及癲癇症候群，非難治之癲癇，未伴有癲癇重積狀態
182,G4041,"Other generalized epilepsy and epileptic syndromes, intractable",其他廣泛性癲癇及癲癇症候群，難治之癲癇
183,G40411,"Other generalized epilepsy and epileptic syndromes, intractable, with status epilepticus",其他廣泛性癲癇及癲癇症候群，難治之癲癇，伴有癲癇重積狀態
184,G40419,"Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus",其他廣泛性癲癇及癲癇症候群，難治之癲癇，未伴有癲癇重積狀態
185,G405,Special epileptic syndromes,特殊癲癇症候群
186,G4050,"Special epileptic syndromes, not intractable",特殊癲癇症候群，非難治之癲癇
187,G40501,"Special epileptic syndromes, not intractable, with status epilepticus",特殊癲癇症候群，非難治之癲癇，伴有癲癇重積狀態
188,G40509,"Special epileptic syndromes, not intractable, without status epilepticus",特殊癲癇症候群，非難治之癲癇，未伴有癲癇重積狀態
189,G4051,"Special epileptic syndromes, intractable",特殊癲癇症候群，難治之癲癇
190,G40511,"Special epileptic syndromes, intractable, with status epilepticus",特殊癲癇症候群，難治之癲癇，伴有癲癇重積狀態
191,G40519,"Special epileptic syndromes, intractable, without status epilepticus",特殊癲癇症候群，難治之癲癇，未伴有癲癇重積狀態
192,G408,Other epilepsy and seizures,其他癲癇及發作
193,G4080,"Other epilepsy, not intractable",其他癲癇，非難治之癲癇
194,G40801,"Other epilepsy, not intractable, with status epilepticus",其他癲癇，非難治之癲癇，伴有癲癇重積狀態
195,G40809,"Other epilepsy, not intractable, without status epilepticus",其他癲癇，非難治之癲癇，未伴有癲癇重積狀態
196,G4081,"Other epilepsy, intractable",其他癲癇，難治之癲癇
197,G40811,"Other epilepsy, intractable, with status epilepticus",其他癲癇，難治之癲癇，伴有癲癇重積狀態
198,G40819,"Other epilepsy, intractable, without status epilepticus",其他癲癇，難治之癲癇，未伴有癲癇重積狀態
199,G4089,Other seizures,其他發作
200,G409,"Epilepsy,unspecified",癲癇
201,G4090,"Epilepsy, unspecified, not intractable",癲癇，非難治之癲癇
202,G40901,"Epilepsy, unspecified, not intractable, with status epilepticus",癲癇，非難治之癲癇，伴有癲癇重積狀態
203,G40909,"Epilepsy, unspecified, not intractable, without status epilepticus",癲癇，非難治之癲癇，未伴有癲癇重積狀態
204,G4091,"Epilepsy, unspecified, intractable",癲癇，難治之癲癇
205,G40911,"Epilepsy, unspecified, intractable, with status epilepticus",癲癇，難治之癲癇，伴有癲癇重積狀態
206,G40919,"Epilepsy, unspecified, intractable, without status epilepticus",癲癇，難治之癲癇，未伴有癲癇重積狀態
207,G43,Migraine,偏頭痛
208,G430,Migraine without aura,無預兆偏頭痛
209,G4300,"Migraine without aura, not intractable",無預兆偏頭痛，非頑固性
210,G43001,"Migraine without aura, not intractable, with status migrainosus",無預兆偏頭痛，非頑固性，伴有偏頭痛重積狀態
211,G43009,"Migraine without aura, not intractable, without status migrainosus",無預兆偏頭痛，非頑固性，未伴有偏頭痛重積狀態
212,G4301,"Migraine without aura, intractable",無預兆偏頭痛，頑固性
213,G43011,"Migraine without aura, intractable, with status migrainosus",無預兆偏頭痛，頑固性，伴有偏頭痛重積狀態
214,G43019,"Migraine without aura, intractable, without status migrainosus",無預兆偏頭痛，頑固性，未伴有偏頭痛重積狀態
215,G431,Migraine with aura,無預兆偏頭痛，非頑固性
216,G4310,"Migraine with aura, not intractable",預兆偏頭痛，非頑固性
217,G43101,"Migraine with aura, not intractable, with status migrainosus",預兆偏頭痛，非頑固性，伴有偏頭痛重積狀態
218,G43109,"Migraine with aura, not intractable, without status migrainosus",預兆偏頭痛，非頑固性，未伴有偏頭痛重積狀態
219,G4311,"Migraine with aura, intractable",預兆偏頭痛，頑固性
220,G43111,"Migraine with aura, intractable, with status migrainosus",預兆偏頭痛，頑固性，伴有偏頭痛重積狀態
221,G43119,"Migraine with aura, intractable, without status migrainosus",預兆偏頭痛，頑固性，伴有偏頭痛重積狀態
222,G432,Status migrainosus,偏頭痛重積狀態
223,G434,Hemiplegic migraine,偏癱偏頭痛
224,G4340,"Hemiplegic migraine, not intractable",偏癱偏頭痛，非頑固性
225,G43401,"Hemiplegic migraine, not intractable, with status migrainosus",偏癱偏頭痛，非頑固性，伴有偏頭痛重積狀態
226,G43409,"Hemiplegic migraine, not intractable, without status migrainosus",偏癱偏頭痛，非頑固性，未伴有偏頭痛重積狀態
227,G4341,"Hemiplegic migraine, intractable",偏癱偏頭痛，頑固性
228,G43411,"Hemiplegic migraine, intractable, with status migrainosus",偏癱偏頭痛，頑固性，伴有偏頭痛重積狀態
229,G43419,"Hemiplegic migraine, intractable, without status migrainosus",偏癱偏頭痛，頑固性，未伴有偏頭痛重積狀態
230,G435,Persistent migraine aura without cerebral infarction,無腦梗塞之持續性偏頭痛預兆
231,G4350,"Persistent migraine aura without cerebral infarction, not intractable",無腦梗塞之持續性偏頭痛預兆，非頑固性
232,G43501,"Persistent migraine aura without cerebral infarction, not intractable, with status migrainosus",無腦梗塞之持續性偏頭痛預兆，非頑固性，伴有偏頭痛重積狀態
233,G43509,"Persistent migraine aura without cerebral infarction, not intractable, without status migrainosus",無腦梗塞之持續性偏頭痛預兆，非頑固性，未伴有偏頭痛重積狀態
234,G4351,"Persistent migraine aura without cerebral infarction, intractable",無腦梗塞之持續性偏頭痛預兆，頑固性
235,G43511,"Persistent migraine aura without cerebral infarction, intractable, with status migrainosus",無腦梗塞之持續性偏頭痛預兆，頑固性，伴有偏頭痛重積狀態
236,G43519,"Persistent migraine aura without cerebral infarction, intractable, without status migrainosus",無腦梗塞之持續性偏頭痛預兆，頑固性，未伴有偏頭痛重積狀態
237,G436,Persistent migraine aura with cerebral infarction,伴有腦梗塞之持續性偏頭痛預兆
238,G4360,"Persistent migraine aura with cerebral infarction, not intractable",伴有腦梗塞之持續性偏頭痛預兆，非頑固性
239,G43601,"Persistent migraine aura with cerebral infarction, not intractable, with status migrainosus",伴有腦梗塞之持續性偏頭痛預兆，非頑固性，伴有偏頭痛重積狀態
240,G43609,"Persistent migraine aura with cerebral infarction, not intractable, without status migrainosus",伴有腦梗塞之持續性偏頭痛預兆，非頑固性，未伴有偏頭痛重積狀態
241,G4361,"Persistent migraine aura with cerebral infarction, intractable",伴有腦梗塞之持續性偏頭痛預兆，頑固性
242,G43611,"Persistent migraine aura with cerebral infarction, intractable, with status migrainosus",伴有腦梗塞之持續性偏頭痛預兆，頑固性，伴有偏頭痛重積狀態
243,G43619,"Persistent migraine aura with cerebral infarction, intractable, without status migrainosus",伴有腦梗塞之持續性偏頭痛預兆，頑固性，未伴有偏頭痛重積狀態
244,G437,Chronic migraine without aura,慢性無預兆偏頭痛，非頑固性
245,G4370,"Chronic migraine without aura, not intractable",慢性無預兆偏頭痛，非頑固性
246,G43701,"Chronic migraine without aura, not intractable, with status migrainosus",慢性無預兆偏頭痛，非頑固性，伴有偏頭痛重積狀態
247,G43709,"Chronic migraine without aura, not intractable, without status migrainosus",慢性無預兆偏頭痛，非頑固性，未伴有偏頭痛重積狀態
248,G4371,"Chronic migraine without aura, intractable",慢性無預兆偏頭痛，頑固性
249,G43711,"Chronic migraine without aura, intractable, with status migrainosus",慢性無預兆偏頭痛，頑固性，伴有偏頭痛重積狀態
250,G43719,"Chronic migraine without aura, intractable, without status migrainosus",慢性無預兆偏頭痛，頑固性，未伴有偏頭痛重積狀態
251,G438,"Other migraine,",其他偏頭痛
252,G4380,"Other migraine, not intractable",其他偏頭痛，非頑固性
253,G43801,"Other migraine, not intractable, with status migrainosus",其他偏頭痛，非頑固性，伴有偏頭痛重積狀態
254,G43809,"Other migraine, not intractable, without status migrainosus",其他偏頭痛，非頑固性，未伴有偏頭痛重積狀態
255,G4381,"Other migraine, intractable",其他偏頭痛，頑固性
256,G43811,"Other migraine, intractable, with status migrainosus",其他偏頭痛，頑固性，伴有偏頭痛重積狀態
257,G43819,"Other migraine, intractable, without status migrainosus",其他偏頭痛，頑固性，未伴有偏頭痛重積狀態
258,G439,"Migraine, unspecified",偏頭痛，未明確定義型態
259,G4390,"Migraine, unspecified, not intractable",偏頭痛，未明確定義型態，非頑固性
260,G43901,"Migraine, unspecified, not intractable, with status migrainosus",偏頭痛，未明確定義型態，非頑固性，伴有偏頭痛重積狀態
261,G43909,"Migraine, unspecified, not intractable, without status migrainosus",偏頭痛，未明確定義型態，非頑固性，未伴有偏頭痛重積狀態
262,G4391,"Migraine, unspecified, intractable",偏頭痛，未明確定義型態，頑固性
263,G43911,"Migraine, unspecified, intractable, with status migrainosus",偏頭痛，未明確定義型態，頑固性，伴有偏頭痛重積狀態
264,G43919,"Migraine, unspecified, intractable, without status migrainosus",偏頭痛，未明確定義型態，頑固性，未伴有偏頭痛重積狀態
265,G43a,Cyclical vomiting,週期性嘔吐
266,G43a0,"Cyclical vomiting, not intractable",週期性嘔吐，非頑固性
267,G43a01,"Cyclical vomiting, not intractable, with status migrainosus",週期性嘔吐，非頑固性，伴有偏頭痛重積狀態
268,G43a09,"Cyclical vomiting, not intractable, without status migrainosus",週期性嘔吐，非頑固性，未伴有偏頭痛重積狀態
269,G43a1,"Cyclical vomiting, intractable",週期性嘔吐，頑固性
270,G43a11,"Cyclical vomiting, intractable, with status migrainosus",週期性嘔吐，頑固性，伴有偏頭痛重積狀態
271,G43a19,"Cyclical vomiting, intractable, without status migrainosus",週期性嘔吐，頑固性，未伴有偏頭痛重積狀態
272,G43b,Ophthalmoplegic migraine,眼肌麻痺偏頭痛
273,G43b0,"Ophthalmoplegic migraine, not intractable",眼肌麻痺偏頭痛，非頑固性
274,G43b01,"Ophthalmoplegic migraine, not intractable, with status migrainosus",眼肌麻痺偏頭痛，非頑固性，伴有偏頭痛重積狀態
275,G43b09,"Ophthalmoplegic migraine, not intractable, without status migrainosus",眼肌麻痺偏頭痛，非頑固性，未伴有偏頭痛重積狀態
276,G43b1,"Ophthalmoplegic migraine, intractable",眼肌麻痺偏頭痛，頑固性
277,G43b11,"Ophthalmoplegic migraine, intractable, with status migrainosus",眼肌麻痺偏頭痛，頑固性，伴有偏頭痛重積狀態
