,code,en_name,ch_name
44,S0012xA,"Contusion of left eyelid and periocular area, initial encounter",左側眼瞼及眼周圍區域鈍傷之初期照護
45,S0012xD,"Contusion of left eyelid and periocular area, subsequent encounter",左側眼瞼及眼周圍區域鈍傷之後續照護
46,S0012xS,"Contusion of left eyelid and periocular area, sequela",左側眼瞼及眼周圍區域鈍傷之後遺症
47,S002,Other and unspecified superficial injuries of eyelid and periocular area,眼瞼及眼周圍區域其他表淺損傷
48,S0020,Unspecified superficial injury of eyelid and periocular area,眼瞼及眼周圍區域的表淺損傷
49,S00201,Unspecified superficial injury of right eyelid and periocular area,右側眼瞼及眼周圍區域的表淺損傷
50,S00201A,"Unspecified superficial injury of right eyelid and periocular area, initial encounter",右側眼瞼及眼周圍區域的表淺損傷之初期照護
51,S00201D,"Unspecified superficial injury of right eyelid and periocular area, subsequent encounter",右側眼瞼及眼周圍區域的表淺損傷之後續照護
52,S00201S,"Unspecified superficial injury of right eyelid and periocular area, sequela",右側眼瞼及眼周圍區域的表淺損傷之後遺症
53,S00202,Unspecified superficial injury of left eyelid and periocular area,左側眼瞼及眼周圍區域的表淺損傷
54,S00202A,"Unspecified superficial injury of left eyelid and periocular area, initial encounter",左側眼瞼及眼周圍區域的表淺損傷之初期照護
55,S00202D,"Unspecified superficial injury of left eyelid and periocular area, subsequent encounter",左側眼瞼及眼周圍區域的表淺損傷之後續照護
56,S00202S,"Unspecified superficial injury of left eyelid and periocular area, sequela",左側眼瞼及眼周圍區域的表淺損傷之後遺症
57,S00209,Unspecified superficial injury of unspecified eyelid and periocular area,眼瞼及眼周圍區域的表淺損傷
58,S00209A,"Unspecified superficial injury of unspecified eyelid and periocular area, initial encounter",眼瞼及眼周圍區域的表淺損傷之初期照護
59,S00209D,"Unspecified superficial injury of unspecified eyelid and periocular area, subsequent encounter",眼瞼及眼周圍區域的表淺損傷之後續照護
60,S00209S,"Unspecified superficial injury of unspecified eyelid and periocular area, sequela",眼瞼及眼周圍區域的表淺損傷之後遺症
61,S0021,Abrasion of eyelid and periocular area,眼瞼及眼周圍區域擦傷
62,S00211,Abrasion of right eyelid and periocular area,右側眼瞼及眼周圍區域擦傷
63,S00211A,"Abrasion of right eyelid and periocular area, initial encounter",右側眼瞼及眼周圍區域擦傷之初期照護
64,S00211D,"Abrasion of right eyelid and periocular area, subsequent encounter",右側眼瞼及眼周圍區域擦傷之後續照護
65,S00211S,"Abrasion of right eyelid and periocular area, sequela",右側眼瞼及眼周圍區域擦傷之後遺症
66,S00212,Abrasion of left eyelid and periocular area,左側眼瞼及眼周圍區域擦傷
67,S00212A,"Abrasion of left eyelid and periocular area, initial encounter",左側眼瞼及眼周圍區域擦傷之初期照護
68,S00212D,"Abrasion of left eyelid and periocular area, subsequent encounter",左側眼瞼及眼周圍區域擦傷之後續照護
69,S00212S,"Abrasion of left eyelid and periocular area, sequela",左側眼瞼及眼周圍區域擦傷之後遺症
70,S00219,Abrasion of unspecified eyelid and periocular area,未特定側性眼瞼及眼周圍區域擦傷
71,S00219A,"Abrasion of unspecified eyelid and periocular area, initial encounter",未特定側性眼瞼及眼周圍區域擦傷之初期照護
72,S00219D,"Abrasion of unspecified eyelid and periocular area, subsequent encounter",未特定側性眼瞼及眼周圍區域擦傷之後續照護
73,S00219S,"Abrasion of unspecified eyelid and periocular area, sequela",未特定側性眼瞼及眼周圍區域擦傷之後遺症
74,S0022,Blister (nonthermal) of eyelid and periocular area,眼瞼及眼周圍區域之水泡(非熱性)
75,S00221,Blister (nonthermal) of right eyelid and periocular area,右側眼瞼及眼周圍區域之水泡(非熱性)
76,S00221A,"Blister (nonthermal) of right eyelid and periocular area, initial encounter",右側眼瞼及眼周圍區域之水泡(非熱性)之初期照護
77,S00221D,"Blister (nonthermal) of right eyelid and periocular area, subsequent encounter",右側眼瞼及眼周圍區域之水泡(非熱性)之後續照護
78,S00221S,"Blister (nonthermal) of right eyelid and periocular area, sequela",右側眼瞼及眼周圍區域之水泡(非熱性)之後遺症
79,S00222,Blister (nonthermal) of left eyelid and periocular area,左側眼瞼及眼周圍區域之水泡(非熱性)
80,S00222A,"Blister (nonthermal) of left eyelid and periocular area, initial encounter",左側眼瞼及眼周圍區域之水泡(非熱性)之初期照護
81,S00222D,"Blister (nonthermal) of left eyelid and periocular area, subsequent encounter",左側眼瞼及眼周圍區域之水泡(非熱性)之後續照護
82,S00222S,"Blister (nonthermal) of left eyelid and periocular area, sequela",左側眼瞼及眼周圍區域之水泡(非熱性)之後遺症
83,S00229,Blister (nonthermal) of unspecified eyelid and periocular area,未特定側性眼瞼及眼周圍區域之水泡(非熱性)
84,S00229A,"Blister (nonthermal) of unspecified eyelid and periocular area, initial encounter",未特定側性眼瞼及眼周圍區域之水泡(非熱性)之初期照護
85,S00229D,"Blister (nonthermal) of unspecified eyelid and periocular area, subsequent encounter",未特定側性眼瞼及眼周圍區域之水泡(非熱性)之後續照護
86,S00229S,"Blister (nonthermal) of unspecified eyelid and periocular area, sequela",未特定側性眼瞼及眼周圍區域之水泡(非熱性)之後遺症
87,S0024,External constriction of eyelid and periocular area,眼瞼及眼周圍區域之外在攣縮
88,S00241,External constriction of right eyelid and periocular area,右側眼瞼及眼周圍區域之外在攣縮
89,S00241A,"External constriction of right eyelid and periocular area, initial encounter",右側眼瞼及眼周圍區域之外在攣縮之初期照護
90,S00241D,"External constriction of right eyelid and periocular area, subsequent encounter",右側眼瞼及眼周圍區域之外在攣縮之後續照護
91,S00241S,"External constriction of right eyelid and periocular area, sequela",右側眼瞼及眼周圍區域之外在攣縮之後遺症
92,S00242,External constriction of left eyelid and periocular area,左側眼瞼及眼周圍區域之外在攣縮
93,S00242A,"External constriction of left eyelid and periocular area, initial encounter",左側眼瞼及眼周圍區域之外在攣縮之初期照護
94,S00242D,"External constriction of left eyelid and periocular area, subsequent encounter",左側眼瞼及眼周圍區域之外在攣縮之後續照護
95,S00242S,"External constriction of left eyelid and periocular area, sequela",左側眼瞼及眼周圍區域之外在攣縮之後遺症
96,S00249,External constriction of unspecified eyelid and periocular area,未特定側性眼瞼及眼周圍區域之外在攣縮
97,S00249A,"External constriction of unspecified eyelid and periocular area, initial encounter",未特定側性眼瞼及眼周圍區域之外在攣縮之初期照護
98,S00249D,"External constriction of unspecified eyelid and periocular area, subsequent encounter",未特定側性眼瞼及眼周圍區域之外在攣縮之後續照護
99,S00249S,"External constriction of unspecified eyelid and periocular area, sequela",未特定側性眼瞼及眼周圍區域之外在攣縮之後遺症
100,S0025,Superficial foreign body of eyelid and periocular area,眼瞼及眼周圍區域表淺性異物
101,S00251,Superficial foreign body of right eyelid and periocular area,右側眼瞼及眼周圍區域表淺性異物
102,S00251A,"Superficial foreign body of right eyelid and periocular area, initial encounter",右側眼瞼及眼周圍區域表淺性異物之初期照護
103,S00251D,"Superficial foreign body of right eyelid and periocular area, subsequent encounter",右側眼瞼及眼周圍區域表淺性異物之後續照護
104,S00251S,"Superficial foreign body of right eyelid and periocular area, sequela",右側眼瞼及眼周圍區域表淺性異物之後遺症
105,S00252,Superficial foreign body of left eyelid and periocular area,左側眼瞼及眼周圍區域表淺性異物
106,S00252A,"Superficial foreign body of left eyelid and periocular area, initial encounter",左側眼瞼及眼周圍區域表淺性異物之初期照護
107,S00252D,"Superficial foreign body of left eyelid and periocular area, subsequent encounter",左側眼瞼及眼周圍區域表淺性異物之後續照護
108,S00252S,"Superficial foreign body of left eyelid and periocular area, sequela",左側眼瞼及眼周圍區域表淺性異物之後遺症
109,S00259,Superficial foreign body of unspecified eyelid and periocular area,未特定側性眼瞼及眼周圍區域表淺性異物
110,S00259A,"Superficial foreign body of unspecified eyelid and periocular area, initial encounter",未特定側性眼瞼及眼周圍區域表淺性異物之初期照護
111,S00259D,"Superficial foreign body of unspecified eyelid and periocular area, subsequent encounter",未特定側性眼瞼及眼周圍區域表淺性異物，後續期照護
112,S00259S,"Superficial foreign body of unspecified eyelid and periocular area, sequela",未特定側性眼瞼及眼周圍區域表淺性異物之後遺症
113,S0026,Insect bite (nonvenomous) of eyelid and periocular area,眼瞼及眼周圍區域昆蟲叮咬(無毒性)
114,S00261,Insect bite (nonvenomous) of right eyelid and periocular area,右側眼瞼及眼周圍區域昆蟲叮咬(無毒性)
115,S00261A,"Insect bite (nonvenomous) of right eyelid and periocular area, initial encounter",右側眼瞼及眼周圍區域昆蟲叮咬(無毒性)之初期照護
116,S00261D,"Insect bite (nonvenomous) of right eyelid and periocular area, subsequent encounter",右側眼瞼及眼周圍區域昆蟲叮咬(無毒性)之後續照護
117,S00261S,"Insect bite (nonvenomous) of right eyelid and periocular area, sequela",右側眼瞼及眼周圍區域昆蟲叮咬(無毒性)之後遺症
118,S00262,Insect bite (nonvenomous) of left eyelid and periocular area,左側眼瞼及眼周圍區域昆蟲叮咬(無毒性)
119,S00262A,"Insect bite (nonvenomous) of left eyelid and periocular area, initial encounter",左側眼瞼及眼周圍區域昆蟲叮咬(無毒性)之初期照護
120,S00262D,"Insect bite (nonvenomous) of left eyelid and periocular area, subsequent encounter",左側眼瞼及眼周圍區域昆蟲叮咬(無毒性)之後續照護
121,S00262S,"Insect bite (nonvenomous) of left eyelid and periocular area, sequela",左側眼瞼及眼周圍區域昆蟲叮咬(無毒性)之後遺症
122,S00269,Insect bite (nonvenomous) of unspecified eyelid and periocular area,未特定側性眼瞼及眼周圍區域昆蟲叮咬(無毒性)
123,S00269A,"Insect bite (nonvenomous) of unspecified eyelid and periocular area, initial encounter",未特定側性眼瞼及眼周圍區域昆蟲叮咬(無毒性)之初期照護
124,S00269D,"Insect bite (nonvenomous) of unspecified eyelid and periocular area, subsequent encounter",未特定側性眼瞼及眼周圍區域昆蟲叮咬(無毒性)之後續照護
125,S00269S,"Insect bite (nonvenomous) of unspecified eyelid and periocular area, sequela",未特定側性眼瞼及眼周圍區域昆蟲叮咬(無毒性)之後遺症
126,S0027,Other superficial bite of eyelid and periocular area,眼瞼及眼周圍區域之其他表淺性叮咬
127,S00271,Other superficial bite of right eyelid and periocular area,右側眼瞼及眼周圍區域之其他表淺性叮咬
128,S00271A,"Other superficial bite of right eyelid and periocular area, initial encounter",右側眼瞼及眼周圍區域之其他表淺性叮咬之初期照護
129,S00271D,"Other superficial bite of right eyelid and periocular area, subsequent encounter",右側眼瞼及眼周圍區域之其他表淺性叮咬之後續照護
130,S00271S,"Other superficial bite of right eyelid and periocular area, sequela",右側眼瞼及眼周圍區域之其他表淺性叮咬之後遺症
131,S00272,Other superficial bite of left eyelid and periocular area,左側眼瞼及眼周圍區域之其他表淺性叮咬
132,S00272A,"Other superficial bite of left eyelid and periocular area, initial encounter",左側眼瞼及眼周圍區域之其他表淺性叮咬之初期照護
133,S00272D,"Other superficial bite of left eyelid and periocular area, subsequent encounter",左側眼瞼及眼周圍區域之其他表淺性叮咬之後續照護
134,S00272S,"Other superficial bite of left eyelid and periocular area, sequela",左側眼瞼及眼周圍區域之其他表淺性叮咬之後遺症
135,S00279,Other superficial bite of unspecified eyelid and periocular area,未特定側性眼瞼及眼周圍區域之其他表淺性叮咬
136,S00279A,"Other superficial bite of unspecified eyelid and periocular area, initial encounter",未特定側性眼瞼及眼周圍區域之其他表淺性叮咬之初期照護
137,S00279D,"Other superficial bite of unspecified eyelid and periocular area, subsequent encounter",未特定側性眼瞼及眼周圍區域之其他表淺性叮咬之後續照護
138,S00279S,"Other superficial bite of unspecified eyelid and periocular area, sequela",未特定側性眼瞼及眼周圍區域之其他表淺性叮咬之後遺症
139,S003,Superficial injury of nose,鼻子表淺損傷
140,S0030,Unspecified superficial injury of nose,鼻子表淺損傷
141,S0030xA,"Unspecified superficial injury of nose, initial encounter",鼻子表淺損傷之初期照護
142,S0030xD,"Unspecified superficial injury of nose, subsequent encounter",鼻子表淺損傷之後續照護
143,S0030xS,"Unspecified superficial injury of nose, sequela",鼻子表淺損傷之後遺症
144,S0031,Abrasion of nose,鼻子擦傷
145,S0031xA,"Abrasion of nose, initial encounter",鼻子擦傷之初期照護
146,S0031xD,"Abrasion of nose, subsequent encounter",鼻子擦傷之後續照護
147,S0031xS,"Abrasion of nose, sequela",鼻子擦傷之後遺症
148,S0032,Blister (nonthermal) of nose,鼻子水泡(非熱性)
149,S0032xA,"Blister (nonthermal) of nose, initial encounter",鼻子水泡(非熱性)之初期照護
150,S0032xD,"Blister (nonthermal) of nose, subsequent encounter",鼻子水泡(非熱性)之後續照護
151,S0032xS,"Blister (nonthermal) of nose, sequela",鼻子水泡(非熱性)之後遺症
152,S0033,Contusion of nose,鼻子鈍傷
153,S0033xA,"Contusion of nose, initial encounter",鼻子鈍傷之初期照護
154,S0033xD,"Contusion of nose, subsequent encounter",鼻子鈍傷之後續照護
155,S0033xS,"Contusion of nose, sequela",鼻子鈍傷之後遺症
156,S0034,External constriction of nose,鼻子外在攣縮
157,S0034xA,"External constriction of nose, initial encounter",鼻子外在攣縮之初期照護
158,S0034xD,"External constriction of nose, subsequent encounter",鼻子外在攣縮之後續照護
159,S0034xS,"External constriction of nose, sequela",鼻子外在攣縮之後遺症
160,S0035,Superficial foreign body of nose,鼻子表淺性異物
161,S0035xA,"Superficial foreign body of nose, initial encounter",鼻子表淺性異物之初期照護
162,S0035xD,"Superficial foreign body of nose, subsequent encounter",鼻子表淺性異物之後續照護
163,S0035xS,"Superficial foreign body of nose, sequela",鼻子表淺性異物之後遺症
164,S0036,Insect bite (nonvenomous) of nose,鼻子昆蟲叮咬(無毒性)
165,S0036xA,"Insect bite (nonvenomous) of nose, initial encounter",鼻子昆蟲叮咬(無毒性)之初期照護
166,S0036xD,"Insect bite (nonvenomous) of nose, subsequent encounter",鼻子昆蟲叮咬(無毒性)之後續照護
167,S0036xS,"Insect bite (nonvenomous) of nose, sequela",鼻子昆蟲叮咬(無毒性)之後遺症
168,S0037,Other superficial bite of nose,鼻子其他表淺性叮咬
169,S0037xA,"Other superficial bite of nose, initial encounter",鼻子其他表淺性叮咬之初期照護
170,S0037xD,"Other superficial bite of nose, subsequent encounter",鼻子其他表淺咬傷之後續照護
171,S0037xS,"Other superficial bite of nose, sequela",鼻子其他表淺咬傷之後遺症
172,S004,Superficial injury of ear,耳表淺損傷
173,S0040,Unspecified superficial injury of ear,耳表淺損傷
174,S00401,Unspecified superficial injury of right ear,右耳表淺損傷
175,S00401A,"Unspecified superficial injury of right ear, initial encounter",右耳表淺損傷之初期照護
176,S00401D,"Unspecified superficial injury of right ear, subsequent encounter",右耳表淺損傷之後續照護
177,S00401S,"Unspecified superficial injury of right ear, sequela",右耳表淺損傷之後遺症
178,S00402,Unspecified superficial injury of left ear,左耳表淺損傷
179,S00402A,"Unspecified superficial injury of left ear, initial encounter",左耳表淺損傷之初期照護
180,S00402D,"Unspecified superficial injury of left ear, subsequent encounter",左耳表淺損傷之後續照護
181,S00402S,"Unspecified superficial injury of left ear, sequela",左耳表淺損傷之後遺症
182,S00409,Unspecified superficial injury of unspecified ear,未特定側性耳表淺損傷
183,S00409A,"Unspecified superficial injury of unspecified ear, initial encounter",未特定側性耳表淺損傷之初期照護
184,S00409D,"Unspecified superficial injury of unspecified ear, subsequent encounter",未特定側性耳表淺損傷之後續照護
185,S00409S,"Unspecified superficial injury of unspecified ear, sequela",未特定側性耳表淺損傷之後遺症
186,S0041,Abrasion of ear,耳擦傷
187,S00411,Abrasion of right ear,右耳擦傷
188,S00411A,"Abrasion of right ear, initial encounter",右耳擦傷之初期照護
189,S00411D,"Abrasion of right ear, subsequent encounter",右耳擦傷之後續照護
190,S00411S,"Abrasion of right ear, sequela",右耳擦傷之後遺症
191,S00412,Abrasion of left ear,左耳擦傷
192,S00412A,"Abrasion of left ear, initial encounter",左耳擦傷之初期照護
193,S00412D,"Abrasion of left ear, subsequent encounter",左耳擦傷之後續照護
194,S00412S,"Abrasion of left ear, sequela",左耳擦傷之後遺症
195,S00419,Abrasion of unspecified ear,未特定側性耳擦傷
196,S00419A,"Abrasion of unspecified ear, initial encounter",未特定側性耳擦傷之初期照護
197,S00419D,"Abrasion of unspecified ear, subsequent encounter",未特定側性耳擦傷之後續照護
198,S00419S,"Abrasion of unspecified ear, sequela",未特定側性耳擦傷之後遺症
199,S0042,Blister (nonthermal) of ear,耳水泡(非熱性)
200,S00421,Blister (nonthermal) of right ear,右耳水泡(非熱性)
201,S00421A,"Blister (nonthermal) of right ear, initial encounter",右耳水泡(非熱性)之初期照護
202,S00421D,"Blister (nonthermal) of right ear, subsequent encounter",右耳水泡(非熱性)之後續照護
203,S00421S,"Blister (nonthermal) of right ear, sequela",右耳水泡(非熱性)之後遺症
204,S00422,Blister (nonthermal) of left ear,左耳水泡(非熱性)
205,S00422A,"Blister (nonthermal) of left ear, initial encounter",左耳水泡(非熱性)之初期照護
206,S00422D,"Blister (nonthermal) of left ear, subsequent encounter",左耳水泡(非熱性)之後續照護
207,S00422S,"Blister (nonthermal) of left ear, sequela",左耳水泡(非熱性)之後遺症
208,S00429,Blister (nonthermal) of unspecified ear,未特定側性耳水泡(非熱性)
209,S00429A,"Blister (nonthermal) of unspecified ear, initial encounter",未特定側性耳水泡(非熱性)之初期照護
210,S00429D,"Blister (nonthermal) of unspecified ear, subsequent encounter",未特定側性耳水泡(非熱性)之後續照護
211,S00429S,"Blister (nonthermal) of unspecified ear, sequela",未特定側性耳水泡(非熱性)之後遺症
212,S0043,Contusion of ear,耳鈍傷
213,S00431,Contusion of right ear,右耳鈍傷
214,S00431A,"Contusion of right ear, initial encounter",右耳鈍傷之初期照護
215,S00431D,"Contusion of right ear, subsequent encounter",右耳鈍傷之後續照護
216,S00431S,"Contusion of right ear, sequela",右耳鈍傷之後遺症
217,S00432,Contusion of left ear,左耳鈍傷
218,S00432A,"Contusion of left ear, initial encounter",左耳鈍傷之初期照護
219,S00432D,"Contusion of left ear, subsequent encounter",左耳鈍傷之後續照護
220,S00432S,"Contusion of left ear, sequela",左耳鈍傷之後遺症
221,S00439,Contusion of unspecified ear,未特定側性耳鈍傷
222,S00439A,"Contusion of unspecified ear, initial encounter",未特定側性耳鈍傷之初期照護
223,S00439D,"Contusion of unspecified ear, subsequent encounter",未特定側性耳鈍傷之後續照護
224,S00439S,"Contusion of unspecified ear, sequela",未特定側性耳鈍傷之後遺症
225,S0044,External constriction of ear,耳外在攣縮
226,S00441,External constriction of right ear,右耳外在攣縮
227,S00441A,"External constriction of right ear, initial encounter",右耳外在攣縮之初期照護
228,S00441D,"External constriction of right ear, subsequent encounter",右耳外在攣縮之後續照護
229,S00441S,"External constriction of right ear, sequela",右耳外在攣縮之後遺症
230,S00442,External constriction of left ear,左耳外在攣縮
231,S00442A,"External constriction of left ear, initial encounter",左耳外在攣縮之初期照護
232,S00442D,"External constriction of left ear, subsequent encounter",左耳外在攣縮之後續照護
233,S00442S,"External constriction of left ear, sequela",左耳外在攣縮之後遺症
234,S00449,External constriction of unspecified ear,未特定側性耳外在攣縮
235,S00449A,"External constriction of unspecified ear, initial encounter",未特定側性耳外在攣縮之初期照護
236,S00449D,"External constriction of unspecified ear, subsequent encounter",未特定側性耳外在攣縮之後續照護
237,S00449S,"External constriction of unspecified ear, sequela",未特定側性耳外在攣縮之後遺症
238,S0045,Superficial foreign body of ear,耳表淺性異物
239,S00451,Superficial foreign body of right ear,右耳表淺性異物
240,S00451A,"Superficial foreign body of right ear, initial encounter",右耳 表淺性異物之初期照護
241,S00451D,"Superficial foreign body of right ear, subsequent encounter",右耳 表淺性異物之後續照護
242,S00451S,"Superficial foreign body of right ear, sequela",右耳 表淺性異物之後遺症
243,S00452,Superficial foreign body of left ear,左耳表淺性異物之
244,S00452A,"Superficial foreign body of left ear, initial encounter",左耳 表淺性異物之初期照護
245,S00452D,"Superficial foreign body of left ear, subsequent encounter",左耳 表淺性異物之後續照護
246,S00452S,"Superficial foreign body of left ear, sequela",左耳 表淺性異物之後遺症
247,S00459,Superficial foreign body of unspecified ear,未特定側性耳表淺性異物
248,S00459A,"Superficial foreign body of unspecified ear, initial encounter",未特定側性耳 表淺性異物之初期照護
249,S00459D,"Superficial foreign body of unspecified ear, subsequent encounter",未特定側性耳 表淺性異物之後續照護
250,S00459S,"Superficial foreign body of unspecified ear, sequela",未特定側性耳 表淺性異物之後遺症
251,S0046,Insect bite (nonvenomous) of ear,耳昆蟲叮咬(無毒性)
252,S00461,Insect bite (nonvenomous) of right ear,右耳昆蟲叮咬(無毒性)
253,S00461A,"Insect bite (nonvenomous) of right ear, initial encounter",右耳昆蟲叮咬(無毒性)之初期照護
254,S00461D,"Insect bite (nonvenomous) of right ear, subsequent encounter",右耳昆蟲叮咬(無毒性)之後續照護
255,S00461S,"Insect bite (nonvenomous) of right ear, sequela",右耳昆蟲叮咬(無毒性)之後遺症
256,S00462,Insect bite (nonvenomous) of left ear,左耳昆蟲叮咬(無毒性)
257,S00462A,"Insect bite (nonvenomous) of left ear, initial encounter",左耳昆蟲叮咬(無毒性)之初期照護
258,S00462D,"Insect bite (nonvenomous) of left ear, subsequent encounter",左耳昆蟲叮咬(無毒性)之後續照護
259,S00462S,"Insect bite (nonvenomous) of left ear, sequela",左外耳昆蟲叮咬(無毒性)之後遺症
260,S00469,Insect bite (nonvenomous) of unspecified ear,未特定側性耳昆蟲叮咬(無毒性)
261,S00469A,"Insect bite (nonvenomous) of unspecified ear, initial encounter",未特定側性耳昆蟲叮咬(無毒性)之初期照護
262,S00469D,"Insect bite (nonvenomous) of unspecified ear, subsequent encounter",未特定側性耳昆蟲叮咬(無毒性)之後續照護
263,S00469S,"Insect bite (nonvenomous) of unspecified ear, sequela",未特定側性耳昆蟲叮咬(無毒性)之後遺症
264,S0047,Other superficial bite of ear,耳其他表淺性叮咬
265,S00471,Other superficial bite of right ear,右耳其他表淺性叮咬
266,S00471A,"Other superficial bite of right ear, initial encounter",右耳其他表淺性叮咬之初期照護
267,S00471D,"Other superficial bite of right ear, subsequent encounter",右耳其他表淺性叮咬之後續照護
268,S00471S,"Other superficial bite of right ear, sequela",右耳其他表淺性叮咬之後遺症
269,S00472,Other superficial bite of left ear,左耳其他表淺性叮咬
270,S00472A,"Other superficial bite of left ear, initial encounter",左耳其他表淺性叮咬之初期照護
271,S00472D,"Other superficial bite of left ear, subsequent encounter",左耳其他表淺性叮咬之後續照護
272,S00472S,"Other superficial bite of left ear, sequela",左耳其他表淺性叮咬之後遺症
273,S00479,Other superficial bite of unspecified ear,未特定側性耳其他表淺性叮咬
274,S00479A,"Other superficial bite of unspecified ear, initial encounter",未特定側性耳其他表淺性叮咬之初期照護
275,S00479D,"Other superficial bite of unspecified ear, subsequent encounter",未特定側性耳其他表淺性叮咬之後續照護
276,S00479S,"Other superficial bite of unspecified ear, sequela",未特定側性耳其他表淺性叮咬之後遺症
277,S005,Superficial injury of lip and oral cavity,唇及口腔表淺損傷
278,S0050,Unspecified superficial injury of lip and oral cavity,唇及口腔未特定表淺損傷
279,S00501,Unspecified superficial injury of lip,唇表淺損傷
280,S00501A,"Unspecified superficial injury of lip, initial encounter",唇表淺損傷之初期照護
281,S00501D,"Unspecified superficial injury of lip, subsequent encounter",唇表淺損傷之後續照護
282,S00501S,"Unspecified superficial injury of lip, sequela",唇表淺損傷之後遺症
283,S00502,Unspecified superficial injury of oral cavity,口腔表淺損傷
284,S00502A,"Unspecified superficial injury of oral cavity, initial encounter",口腔表淺損傷之初期照護
285,S00502D,"Unspecified superficial injury of oral cavity, subsequent encounter",口腔表淺損傷之後續照護
286,S00502S,"Unspecified superficial injury of oral cavity, sequela",口腔表淺損傷之後遺症
287,S0051,Abrasion of lip and oral cavity,唇及口腔擦傷
288,S00511,Abrasion of lip,唇擦傷
289,S00511A,"Abrasion of lip, initial encounter",唇擦傷之初期照護
290,S00511D,"Abrasion of lip, subsequent encounter",唇擦傷之後續照護
291,S00511S,"Abrasion of lip, sequela",唇擦傷之後遺症
292,S00512,Abrasion of oral cavity,口腔擦傷
