,code,en_name,ch_name
89,P059,"Newborn affected by slow intrauterine growth, unspecified","字尾加上"",未特定體重""，未特定"
90,P07,"Disorders of newborn related to short gestation and low birth weight, not elsewhere classified",妊娠週數不足及低出生體重有關的新生兒疾患，他處未歸類者
91,P070,Extremely low birth weight newborn,極低出生體重之新生兒
92,P0700,"Extremely low birth weight newborn, unspecified weight","字尾加上"",未特定體重"""
93,P0701,"Extremely low birth weight newborn, less than 500 grams",極低出生體重之新生兒，體重低於500克
94,P0702,"Extremely low birth weight newborn, 500-749 grams",極低出生體重之新生兒，體重介於500-749克
95,P0703,"Extremely low birth weight newborn, 750-999 grams",極低出生體重之新生兒，體重介於750-999克
96,P071,Other low birth weight newborn,其他低出生體重之新生兒
97,P0710,"Other low birth weight newborn, unspecified weight","字尾加上"",未特定體重"""
98,P0714,"Other low birth weight newborn, 1000-1249 grams",其他低出生體重之新生兒，體重介於1000-1249克
99,P0715,"Other low birth weight newborn, 1250-1499 grams",其他低出生體重之新生兒，體重介於1250-1499克
100,P0716,"Other low birth weight newborn, 1500-1749 grams",其他低出生體重之新生兒，體重介於1500-1749克
101,P0717,"Other low birth weight newborn, 1750-1999 grams",其他低出生體重之新生兒，體重介於1750-1999克
102,P0718,"Other low birth weight newborn, 2000-2499 grams",其他低出生體重之新生兒，體重介於2000-2499克
103,P072,Extreme immaturity of newborn,極度未成熟新生兒
104,P0720,"Extreme immaturity of newborn, unspecified weeks",週數未特定之極度未成熟新生兒
105,P0721,"Extreme immaturity of newborn, less than 24 completed weeks",小於24週之極度未成熟新生兒
106,P0722,"Extreme immaturity of newborn, 24-26 completed weeks",週數介於24-26週之極度未成熟新生兒
107,P0723,"Extreme immaturity of newborn, 27 completed weeks",週數滿27週之極度未成熟新生兒
108,P073,Other preterm newborn,其他早產兒
109,P0730,"Other preterm newborn, unspecified weeks",其他未特定週數之其他早產兒
110,P0731,"Other preterm newborn, 28-31 completed weeks",其他早產兒，週數介於28-31週
111,P0732,"Other preterm newborn, 32-36 completed weeks",其他早產兒，週數介於32-36週
112,P08,Disorders of newborn related to long gestation and high birth weight,孕程過期及出生體重過重有關的新生兒疾患
113,P080,Exceptionally large newborn baby,超大新生兒
114,P081,Other heavy for gestational age newborn,其他體重過重兒
115,P082,"Late newborn, not heavy for gestational age",過月產兒，體重未過重者
116,P0821,Post-term newborn,過月產兒
117,P0822,Prolonged gestation of newborn,孕程過期之新生兒
118,P09,Abnormal findings on neonatal screening,新生兒篩選之異常發現
119,P10,Intracranial laceration and hemorrhage due to birth injury,生產傷害所致之顱內裂傷及出血
120,P100,Subdural hemorrhage due to birth injury,生產傷害所致之硬腦膜下出血
121,P101,Cerebral hemorrhage due to birth injury,生產傷害所致之腦出血
122,P102,Intraventricular hemorrhage due to birth injury,生產傷害所致之腦室內出血
123,P103,Subarachnoid hemorrhage due to birth injury,生產傷害所致之蜘蛛膜下出血
124,P104,Tentorial tear due to birth injury,生產傷害所致之腦幕撕裂傷
125,P108,Other intracranial lacerations and hemorrhages due to birth injury,生產傷害所致之其他顱內裂傷及出血
126,P109,Unspecified intracranial laceration and hemorrhage due to birth injury,生產傷害所致未特定之顱內裂傷及出血
127,P11,Other birth injuries to central nervous system,其他生產造成之中樞神經系統傷害
128,P110,Cerebral edema due to birth injury,生產傷害所致之腦水腫
129,P111,Other specified brain damage due to birth injury,生產傷害所致之其他特定腦損傷
130,P112,Unspecified brain damage due to birth injury,生產傷害所致之腦損傷
131,P113,Birth injury to facial nerve,生產造成之顏面神經傷害
132,P114,Birth injury to other cranial nerves,生產造成之其他腦神經傷害
133,P115,Birth injury to spine and spinal cord,生產造成之脊椎及脊髓傷害
134,P119,"Birth injury to central nervous system, unspecified",生產造成之中樞神經系統傷害，未特定
135,P12,Birth injury to scalp,生產造成之頭皮傷害
136,P120,Cephalhematoma due to birth injury,生產傷害所致之頭血腫
137,P121,Chignon (from vacuum extraction) due to birth injury,(受真空吸引)生產傷害所致之?
138,P122,Epicranial subaponeurotic hemorrhage due to birth injury,生產傷害所致之顱骨外腱膜下出血
139,P123,Bruising of scalp due to birth injury,生產傷害所致之頭皮瘀傷
140,P124,Injury of scalp of newborn due to monitoring equipment,新生兒受監測性設備所致之頭皮傷害
141,P128,Other birth injuries to scalp,其他生產造成之頭皮傷害
142,P1281,Caput succedaneum,產瘤
143,P1289,Other birth injuries to scalp,"生產造成之頭皮傷害,未特定"
144,P129,"Birth injury to scalp, unspecified",生產造成之頭皮傷害，未特定
145,P13,Birth injury to skeleton,生產造成之骨骼傷害
146,P130,Fracture of skull due to birth injury,生產傷害所致之顱骨骨折
147,P131,Other birth injuries to skull,其他生產造成之顱骨傷害
148,P132,Birth injury to femur,生產造成之股骨傷害
149,P133,Birth injury to other long bones,生產造成之其他長骨傷害
150,P134,Fracture of clavicle due to birth injury,生產傷害所致之鎖骨骨折
151,P138,Birth injuries to other parts of skeleton,生產造成之骨骼其他部位傷害
152,P139,"Birth injury to skeleton, unspecified",生產造成之骨骼傷害，未特定
153,P14,Birth injury to peripheral nervous system,生產造成之周邊神經系統傷害
154,P140,Erb's paralysis due to birth injury,生產傷害所致之Erb氏麻痺
155,P141,Klumpke's paralysis due to birth injury,生產傷害所致之Klumpke氏麻痺
156,P142,Phrenic nerve paralysis due to birth injury,生產傷害所致之膈神經麻痺
157,P143,Other brachial plexus birth injuries,其他臂神經叢之生產傷害
158,P148,Birth injuries to other parts of peripheral nervous system,生產造成之周邊神經系統其他部位傷害
159,P149,"Birth injury to peripheral nervous system, unspecified",生產造成之周邊神經系統傷害，未特定
160,P15,Other birth injuries,其他生產傷害
161,P150,Birth injury to liver,生產造成之肝傷害
162,P151,Birth injury to spleen,生產造成之脾傷害
163,P152,Sternomastoid injury due to birth injury,生產傷害所致之胸骨乳突傷害
164,P153,Birth injury to eye,生產造成之眼傷害
165,P154,Birth injury to face,生產造成之顏面傷害
166,P155,Birth injury to external genitalia,生產造成之外生殖器傷害
167,P156,Subcutaneous fat necrosis due to birth injury,生產傷害所致之皮下脂肪壞死
168,P158,Other specified birth injuries,其他特定之生產傷害
169,P159,"Birth injury, unspecified",生產傷害，未特定
170,P19,Metabolic acidemia in newborn,新生兒代謝性酸血症
171,P190,Metabolic acidemia in newborn first noted before onset of labor,分娩前之新生兒代謝性酸血症
172,P191,Metabolic acidemia in newborn first noted during labor,分娩時之新生兒代謝性酸血症
173,P192,Metabolic acidemia noted at birth,出生時之代謝性酸血症
174,P199,"Metabolic acidemia, unspecified",代謝性酸血症，未特定
175,P22,Respiratory distress of newborn,新生兒呼吸窘迫
176,P220,Respiratory distress syndrome of newborn,新生兒呼吸窘迫症候群
177,P221,Transient tachypnea of newborn,新生兒暫時性呼吸急促
178,P228,Other respiratory distress of newborn,新生兒其他呼吸窘迫
179,P229,"Respiratory distress of newborn, unspecified",新生兒呼吸窘迫，未特定
180,P23,Congenital pneumonia,先天性肺炎
181,P230,Congenital pneumonia due to viral agent,病毒原所致之先天性肺炎
182,P231,Congenital pneumonia due to Chlamydia,披衣菌所致之先天性肺炎
183,P232,Congenital pneumonia due to staphylococcus,葡萄球菌所致之先天性肺炎
184,P233,"Congenital pneumonia due to streptococcus, group B",B群鏈球菌所致之先天性肺炎
185,P234,Congenital pneumonia due to Escherichia coli,大腸桿菌所致之先天性肺炎
186,P235,Congenital pneumonia due to Pseudomonas,綠膿桿菌所致之先天性肺炎
187,P236,Congenital pneumonia due to other bacterial agents,其他細菌所致之先天性肺炎
188,P238,Congenital pneumonia due to other organisms,其他病原體所致之先天性肺炎
189,P239,"Congenital pneumonia, unspecified",先天性肺炎，未特定
190,P24,Neonatal aspiration,新生兒吸入
191,P240,Meconium aspiration,胎便吸入
192,P2400,Meconium aspiration without respiratory symptoms,胎便吸入未伴有呼吸症狀
193,P2401,Meconium aspiration with respiratory symptoms,胎便吸入伴有呼吸症狀
194,P241,Neonatal aspiration of (clear) amniotic fluid and mucus,新生兒吸入(清澈)羊水及黏液
195,P2410,Neonatal aspiration of (clear) amniotic fluid and mucus without respiratory symptoms,新生兒吸入(清澈)羊水及黏液未伴有呼吸症狀
196,P2411,Neonatal aspiration of (clear) amniotic fluid and mucus with respiratory symptoms,新生兒吸入羊水(清澈)及黏液伴有呼吸症狀
197,P242,Neonatal aspiration of blood,新生兒吸入血液
198,P2420,Neonatal aspiration of blood without respiratory symptoms,新生兒吸入血液未伴有呼吸症狀
199,P2421,Neonatal aspiration of blood with respiratory symptoms,新生兒吸入血液伴有呼吸症狀
200,P243,Neonatal aspiration of milk and regurgitated food,新生兒吸入牛奶及逆流的食物
201,P2430,Neonatal aspiration of milk and regurgitated food without respiratory symptoms,新生兒吸入牛奶及逆流的食物未伴有呼吸症狀
202,P2431,Neonatal aspiration of milk and regurgitated food with respiratory symptoms,新生兒吸入牛奶及逆流的食物伴有呼吸症狀
203,P248,Other neonatal aspiration,其他新生兒吸入
204,P2480,Other neonatal aspiration without respiratory symptoms,其他新生兒吸入未伴有呼吸症狀
205,P2481,Other neonatal aspiration with respiratory symptoms,其他新生兒吸入伴有呼吸症狀
206,P249,"Neonatal aspiration, unspecified",新生兒吸入症，未特定
207,P25,Interstitial emphysema and related conditions originating in the perinatal period,周產期有關之間質性肺氣腫病況
208,P250,Interstitial emphysema originating in the perinatal period,周產期之間質性肺氣腫
209,P251,Pneumothorax originating in the perinatal period,周產期之氣胸
210,P252,Pneumomediastinum originating in the perinatal period,周產期之縱隔腔積氣
211,P253,Pneumopericardium originating in the perinatal period,周產期之心包膜積氣
212,P258,Other conditions related to interstitial emphysema originating in the perinatal period,周產期有關間質性肺氣腫之其他病況
213,P26,Pulmonary hemorrhage originating in the perinatal period,周產期之肺出血
214,P260,Tracheobronchial hemorrhage originating in the perinatal period,周產期之氣管支氣管出血
215,P261,Massive pulmonary hemorrhage originating in the perinatal period,周產期之大量肺出血
216,P268,Other pulmonary hemorrhages originating in the perinatal period,周產期之其他肺出血
217,P269,Unspecified pulmonary hemorrhage originating in the perinatal period,未特定周產期之肺出血
218,P27,Chronic respiratory disease originating in the perinatal period,周產期之慢性呼吸性疾病
219,P270,Wilson-Mikity syndrome,Wilson-Mikity症候群
220,P271,Bronchopulmonary dysplasia originating in the perinatal period,周產期之支氣管肺發育不良
221,P278,Other chronic respiratory diseases originating in the perinatal period,周產期之其他慢性呼吸性疾病
222,P279,Unspecified chronic respiratory disease originating in the perinatal period,周產期之慢性呼吸性疾病
223,P28,Other respiratory conditions originating in the perinatal,周產期之其他呼吸性病況
224,P280,Primary atelectasis of newborn,新生兒原發性肺擴張不全
225,P281,Other and unspecified atelectasis of newborn,其他和未特定新生兒肺膨張不全
226,P2810,Unspecified atelectasis of newborn,新生兒肺膨張不全
227,P2811,Resorption atelectasis without respiratory distress syndrome,吸收性肺膨張不全未伴有呼吸窘迫症候群
228,P2819,Other atelectasis of newborn,新生兒其他肺擴張不全
229,P282,Cyanotic attacks of newborn,新生兒發紺發作
230,P283,Primary sleep apnea of newborn,新生兒原發性睡眠呼吸暫停
231,P284,Other apnea of newborn,新生兒其他呼吸暫停
232,P285,Respiratory failure of newborn,新生兒呼吸衰竭
233,P288,Other specified respiratory conditions of newborn,新生兒其他特定的呼吸病況
234,P2881,Respiratory arrest of newborn,新生兒呼吸停止
235,P2889,Other specified respiratory conditions of newborn,新生兒其他特定的呼吸病況
236,P289,"Respiratory condition of newborn, unspecified",新生兒呼吸病況，未特定
237,P29,Cardiovascular disorder originating in the perinatal period,周產期的心臟血管疾患
238,P290,Neonatal cardiac failure,新生兒心臟衰竭
239,P291,Neonatal cardiac dysrhythmia,新生兒心律不整
240,P2911,Neonatal tachycardia,新生兒心搏過速
241,P2912,Neonatal bradycardia,新生兒心搏過慢
242,P292,Neonatal hypertension,新生兒高血壓
243,P293,Persistent fetal circulation,持續性胎兒循環
244,P294,Transient myocardial ischemia in newborn,新生兒暫時性心肌缺血
245,P298,Other cardiovascular disorders originating in the perinatal period,周產期的其他心臟血管疾患
246,P2981,Cardiac arrest of newborn,新生兒心跳停止
247,P2989,Other cardiovascular disorders originating in the perinatal period,周產期的其他心臟血管疾患
248,P299,"Cardiovascular disorder originating in the perinatal period, unspecified",周產期的心臟血管疾患，未特定
249,P35,Congenital viral disease,先天性病毒性疾病
250,P350,Congenital rubella syndrome,先天性德國麻疹症候群
251,P351,Congenital cytomegalovirus infection,先天性巨細胞病毒感染
252,P352,Congenital herpesviral [herpes simplex] infection,先天性疱疹病毒性[單純性疱疹]感染
253,P353,Congenital viral hepatitis,先天性病毒性肝炎
254,P358,Other congenital viral diseases,其他先天性病毒性疾病
255,P359,"Congenital viral disease, unspecified",先天性病毒性疾病，未特定
256,P36,Bacterial sepsis of newborn,新生兒細菌性敗血症
257,P360,"Sepsis of newborn due to streptococcus, group B",B群鏈球菌所致之新生兒敗血症
258,P361,Sepsis of newborn due to other and unspecified streptococci,其他和未特定鏈球菌所致之新生兒敗血症
259,P3610,Sepsis of newborn due to unspecified streptococci,鏈球菌所致之新生兒敗血症
260,P3619,Sepsis of newborn due to other streptococci,其他鏈球菌所致之新生兒敗血症
261,P362,Sepsis of newborn due to Staphylococcus aureus,金黃色葡萄球菌所致之新生兒敗血症
262,P363,Sepsis of newborn due to other and unspecified streptococci,其他和未特定鏈球菌所致之新生兒敗血症
263,P3630,Sepsis of newborn due to unspecified staphylococci,葡萄球菌所致之新生兒敗血症
264,P3639,Sepsis of newborn due to other staphylococci,其他葡萄球菌所致之新生兒敗血症
265,P364,Sepsis of newborn due to Escherichia coli,大腸桿菌所致之新生兒敗血症
266,P365,Sepsis of newborn due to anaerobes,厭氧菌所致之新生兒敗血症
267,P368,Other bacterial sepsis of newborn,新生兒其他細菌性敗血症
268,P369,"Bacterial sepsis of newborn, unspecified",新生兒細菌性敗血症，未特定
269,P37,Other congenital infectious and parasitic diseases,其他先天性感染症及寄生蟲疾病
270,P370,Congenital tuberculosis,先天性結核病
271,P371,Congenital toxoplasmosis,先天性弓蟲病
272,P372,Neonatal (disseminated) listeriosis,新生兒(散播性)李司特菌病
273,P373,Congenital falciparum malaria,先天性惡性瘧
274,P374,Other congenital malaria,其他先天性瘧疾
275,P375,Neonatal candidiasis,新生兒念珠菌病
276,P378,Other specified congenital infectious and parasitic diseases,其他特定的先天性感染症及寄生蟲疾病
277,P379,"Congenital infectious or parasitic disease, unspecified",先天性感染症及寄生蟲疾病，未特定
278,P38,Omphalitis of newborn,新生兒臍帶炎
279,P381,Omphalitis with mild hemorrhage,新生兒臍帶炎伴有輕度出血
280,P389,Omphalitis without hemorrhage,新生兒臍帶炎未伴有出血
281,P39,Other infections specific to the perinatal period,其他特發於周產期之感染
282,P390,Neonatal infective mastitis,新生兒感染性乳房炎
283,P391,Neonatal conjunctivitis and dacryocystitis,新生兒結膜炎及淚囊炎
284,P392,"Intra-amniotic infection affecting newborn, not elsewhere classified",受羊膜腔內感染之新生兒，他處未歸類者
285,P393,Neonatal urinary tract infection,新生兒泌尿道感染
286,P394,Neonatal skin infection,新生兒皮膚感染
287,P398,Other specified infections specific to the perinatal period,特發於周產期之其他特定感染
288,P399,"Infection specific to the perinatal period, unspecified",特發於周產期之感染，未特定
289,P50,Newborn affected by intrauterine (fetal) blood loss,受胎兒失血影響之新生兒
290,P500,Newborn affected by intrauterine (fetal) blood loss from vasa previa,受前置血管所致之子宮內(胎兒)失血影響之新生兒
291,P501,Newborn affected by intrauterine (fetal) blood loss from ruptured cord,受臍帶破裂所致之子宮內(胎兒)失血影響之新生兒
292,P502,Newborn affected by intrauterine (fetal) blood loss from placenta,受胎盤所致之子宮內(胎兒)失血影響之新生兒
293,P503,Newborn affected by hemorrhage into co-twin,受另一位雙胞胎出血流入影響之新生兒
294,P504,Newborn affected by hemorrhage into maternal circulation,受流入母體血液循環的出血影響之新生兒
295,P505,Newborn affected by intrauterine (fetal) blood loss from cut end of co-twin's cord,受另一位雙胞胎臍帶斷端失血影響之新生兒
296,P508,Newborn affected by other intrauterine (fetal) blood loss,受其他胎兒失血影響之新生兒
297,P509,"Newborn affected by intrauterine (fetal) blood loss, unspecified",受胎兒失血影響之新生兒，未特定
298,P51,Umbiliacl hemorrhage of newborn,新生兒臍帶出血
299,P510,Massive umbilical hemorrhage of newborn,新生兒臍帶大量出血
300,P518,Other umbilical hemorrhages of newborn,新生兒其他臍帶出血
301,P519,"Umbilical hemorrhage of newborn, unspecified",新生兒臍帶出血，未特定
302,P52,Intraventricular nontraumatic hemorrhage of newborn,新生兒非創傷性腦室內出血
303,P520,"Intraventricular (nontraumatic) hemorrhage, grade 1, of newborn",新生兒(非創傷性)腦室內出血，Ⅰ級
304,P521,"Intraventricular (nontraumatic) hemorrhage, grade 2, of newborn",新生兒(非創傷性)腦室內出血，Ⅱ級
305,P522,"Intraventricular (nontraumatic) hemorrhage, grade 3 and grade 4, of newborn",新生兒(非創傷性)腦室內出血，Ⅲ或Ⅳ級
306,P5221,"Intraventricular (nontraumatic) hemorrhage, grade 3, of newborn",新生兒(非創傷性)腦室內出血，Ⅲ級
307,P5222,"Intraventricular (nontraumatic) hemorrhage, grade 4, of newborn",新生兒(非創傷性)腦室內出血，Ⅳ級
308,P523,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,新生兒(非創傷性)腦室內出血
309,P524,Intracerebral (nontraumatic) hemorrhage of newborn,新生兒(非創傷性)腦內出血
310,P525,Subarachnoid (nontraumatic) hemorrhage of newborn,新生兒(非創傷性)蜘蛛膜下出血
311,P526,Cerebellar (nontraumatic) and posterior fossa hemorrhage of newborn,新生兒(非創傷性)小腦及後腦窩出血
312,P528,Other intracranial (nontraumatic) hemorrhages and newborn,新生兒其他(非創傷性)顱內出血
313,P529,"Intracranial (nontraumatic) hemorrhage of newborn, unspecified",新生兒(非創傷性)顱內出血，未特定
