,code,en_name,ch_name
51,H01019,"Ulcerative blepharitis unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之潰瘍性眼瞼緣炎
52,H0102,Squamous blepharitis,鱗屑性眼瞼緣炎
53,H01021,Squamous blepharitis right upper eyelid,右側上眼瞼鱗屑性眼瞼緣炎
54,H01022,Squamous blepharitis right lower eyelid,右側下眼瞼鱗屑性眼瞼緣炎
55,H01023,"Squamous blepharitis right eye, unspecified eyelid",右側眼鱗屑性眼瞼緣炎，未特定上或下眼瞼
56,H01024,Squamous blepharitis left upper eyelid,左側上眼瞼鱗屑性眼瞼緣炎
57,H01025,Squamous blepharitis left lower eyelid,左側下眼瞼鱗屑性眼瞼緣炎
58,H01026,"Squamous blepharitis left eye, unspecified eyelid",左側眼鱗屑性眼瞼緣炎，未特定上或下眼瞼
59,H01029,"Squamous blepharitis unspecified eye, unspecified eyelid",未特定左側、 右側眼及上或下之鱗屑性眼瞼緣炎
60,H011,Noninfectious dermatoses of eyelid,眼瞼非感染性皮膚炎
61,H0111,Allergic dermatitis of eyelid,眼瞼過敏性皮膚炎
62,H01111,Allergic dermatitis of right upper eyelid,右側上眼瞼過敏性皮膚炎
63,H01112,Allergic dermatitis of right lower eyelid,右側下眼瞼過敏性皮膚炎
64,H01113,"Allergic dermatitis of right eye, unspecified eyelid",右側眼過敏性眼瞼皮膚炎，未特定上或下眼瞼
65,H01114,Allergic dermatitis of left upper eyelid,左側上眼瞼過敏性皮膚炎
66,H01115,Allergic dermatitis of left lower eyelid,左側下眼瞼過敏性皮膚炎
67,H01116,"Allergic dermatitis of left eye, unspecified eyelid",左側眼過敏性眼瞼皮膚炎，未特定上或下眼瞼
68,H01119,"Allergic dermatitis of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之過敏性眼瞼皮膚炎
69,H0112,Discoid lupus erythematosus of eyelid,眼瞼盤狀紅斑性狼瘡
70,H01121,Discoid lupus erythematosus of right upper eyelid,右側上眼瞼盤狀紅斑性狼瘡
71,H01122,Discoid lupus erythematosus of right lower eyelid,右側下眼瞼盤狀紅斑性狼瘡
72,H01123,"Discoid lupus erythematosus of right eye, unspecified eyelid",右側眼瞼盤狀紅斑性狼瘡，未特定上或下眼瞼
73,H01124,Discoid lupus erythematosus of left upper eyelid,左側上眼瞼盤狀紅斑性狼瘡
74,H01125,Discoid lupus erythematosus of left lower eyelid,左側下眼瞼盤狀紅斑性狼瘡
75,H01126,"Discoid lupus erythematosus of left eye, unspecified eyelid",左側眼瞼盤狀紅斑性狼瘡，未特定上或下眼瞼
76,H01129,"Discoid lupus erythematosus of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之眼瞼盤狀紅斑性狼瘡
77,H0113,Eczematous dermatitis of eyelid,眼瞼濕疹性皮膚炎
78,H01131,Eczematous dermatitis of right upper eyelid,右側上眼瞼濕疹性皮膚炎
79,H01132,Eczematous dermatitis of right lower eyelid,右側下眼瞼濕疹性皮膚炎
80,H01133,"Eczematous dermatitis of right eye, unspecified eyelid",右側眼瞼濕疹性皮膚炎，未特定上或下眼瞼
81,H01134,Eczematous dermatitis of left upper eyelid,左側上眼瞼濕疹性皮膚炎
82,H01135,Eczematous dermatitis of left lower eyelid,左側下眼瞼濕疹性皮膚炎
83,H01136,"Eczematous dermatitis of left eye, unspecified eyelid",左側眼瞼濕疹性皮膚炎，未特定上或下眼瞼
84,H01139,"Eczematous dermatitis of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之眼瞼濕疹性皮膚炎
85,H0114,Xeroderma of eyelid,眼瞼乾皮症
86,H01141,Xeroderma of right upper eyelid,右側上眼瞼乾皮症
87,H01142,Xeroderma of right lower eyelid,右側下眼瞼乾皮症
88,H01143,"Xeroderma of right eye, unspecified eyelid",右側眼瞼乾皮症，未特定上或下眼瞼
89,H01144,Xeroderma of left upper eyelid,左側上眼瞼乾皮症
90,H01145,Xeroderma of left lower eyelid,左側下眼瞼乾皮症
91,H01146,"Xeroderma of left eye, unspecified eyelid",左側眼瞼乾皮症，未特定上或下眼瞼
92,H01149,"Xeroderma of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之眼瞼乾皮症
93,H018,Other specified inflammations of eyelid,其它特定之眼瞼發炎
94,H019,Unspecified inflammation of eyelid,眼瞼發炎
95,H02,Other disorders of eyelid,眼瞼其他疾患
96,H020,Entropion and trichiasis of eyelid,眼瞼內翻及倒睫
97,H0200,Unspecified entropion of eyelid,未特定之眼瞼內翻
98,H02001,Unspecified entropion of right upper eyelid,右側上眼瞼內翻
99,H02002,Unspecified entropion of right lower eyelid,右側下眼瞼內翻
100,H02003,"Unspecified entropion of right eye, unspecified eyelid",右側眼瞼內翻，未特定上或下眼瞼
101,H02004,Unspecified entropion of left upper eyelid,左側上眼瞼內翻
102,H02005,Unspecified entropion of left lower eyelid,左側下眼瞼內翻
103,H02006,"Unspecified entropion of left eye, unspecified eyelid",左側眼瞼內翻，未特定上或下眼瞼
104,H02009,"Unspecified entropion of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之眼瞼內翻
105,H0201,Cicatricial entropion of eyelid,瘢痕性眼瞼內翻
106,H02011,Cicatricial entropion of right upper eyelid,右側上眼瞼瘢痕性眼瞼內翻
107,H02012,Cicatricial entropion of right lower eyelid,右側下眼瞼瘢痕性眼瞼內翻
108,H02013,"Cicatricial entropion of right eye, unspecified eyelid",右側眼瘢痕性眼瞼內翻，未特定上或下眼瞼
109,H02014,Cicatricial entropion of left upper eyelid,左側上眼瞼瘢痕性眼瞼內翻
110,H02015,Cicatricial entropion of left lower eyelid,左側下眼瞼瘢痕性眼瞼內翻
111,H02016,"Cicatricial entropion of left eye, unspecified eyelid",左側眼瘢痕性眼瞼內翻，未特定上或下眼瞼
112,H02019,"Cicatricial entropion of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之瘢痕性眼瞼內翻
113,H0202,Mechanical entropion of eyelid,機械性眼瞼內翻
114,H02021,Mechanical entropion of right upper eyelid,右側上眼瞼機械性眼瞼內翻
115,H02022,Mechanical entropion of right lower eyelid,右側下眼瞼機械性眼瞼內翻
116,H02023,"Mechanical entropion of right eye, unspecified eyelid",右側眼機械性眼瞼內翻，未特定上或下眼瞼
117,H02024,Mechanical entropion of left upper eyelid,左側上眼瞼機械性眼瞼內翻
118,H02025,Mechanical entropion of left lower eyelid,左側下眼瞼機械性眼瞼內翻
119,H02026,"Mechanical entropion of left eye, unspecified eyelid",左側眼機械性眼瞼內翻，未特定上或下眼瞼
120,H02029,"Mechanical entropion of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之機械性眼瞼內翻
121,H0203,Senile entropion of eyelid,老年性眼瞼內翻
122,H02031,Senile entropion of right upper eyelid,右側上眼瞼老年性眼瞼內翻
123,H02032,Senile entropion of right lower eyelid,右側下眼瞼老年性眼瞼內翻
124,H02033,"Senile entropion of right eye, unspecified eyelid",右側眼老年性眼瞼內翻，未特定上或下眼瞼
125,H02034,Senile entropion of left upper eyelid,左側上眼瞼老年性眼瞼內翻
126,H02035,Senile entropion of left lower eyelid,左側下眼瞼老年性眼瞼內翻
127,H02036,"Senile entropion of left eye, unspecified eyelid",左側眼老年性眼瞼內翻，未特定上或下眼瞼
128,H02039,"Senile entropion of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之老年性眼瞼內翻
129,H0204,Spastic entropion of eyelid,痙攣性眼瞼內翻
130,H02041,Spastic entropion of right upper eyelid,右側上眼瞼痙攣性眼瞼內翻
131,H02042,Spastic entropion of right lower eyelid,右側下眼瞼痙攣性眼瞼內翻
132,H02043,"Spastic entropion of right eye, unspecified eyelid",右側眼痙攣性眼瞼內翻，未特定上或下眼瞼
133,H02044,Spastic entropion of left upper eyelid,左側上眼瞼痙攣性眼瞼內翻
134,H02045,Spastic entropion of left lower eyelid,左側下眼瞼痙攣性眼瞼內翻
135,H02046,"Spastic entropion of left eye, unspecified eyelid",左側眼痙攣性眼瞼內翻，未特定上或下眼瞼
136,H02049,"Spastic entropion of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之痙攣性眼瞼內翻
137,H0205,Trichiasis without entropian,無眼瞼內翻之倒睫
138,H02051,Trichiasis without entropian right upper eyelid,右側上眼瞼無眼瞼內翻之倒睫
139,H02052,Trichiasis without entropian right lower eyelid,右側下眼瞼無眼瞼內翻之倒睫
140,H02053,"Trichiasis without entropian right eye, unspecified eyelid",右側眼無眼瞼內翻之倒睫，未特定上或下眼瞼
141,H02054,Trichiasis without entropian left upper eyelid,左側上眼瞼無眼瞼內翻之倒睫
142,H02055,Trichiasis without entropian left lower eyelid,左側下眼瞼無眼瞼內翻之倒睫
143,H02056,"Trichiasis without entropian left eye, unspecified eyelid",左側眼無眼瞼內翻之倒睫，未特定上或下眼瞼
144,H02059,"Trichiasis without entropian unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下眼瞼之無眼瞼內翻性倒睫
145,H021,Ectropion of eyelid,眼瞼外翻
146,H0210,Unspecified ectropion of eyelid,未特定之眼瞼外翻
147,H02101,Unspecified ectropion of right upper eyelid,右側上眼瞼外翻
148,H02102,Unspecified ectropion of right lower eyelid,右側下眼瞼外翻
149,H02103,"Unspecified ectropion of right eye, unspecified eyelid",右側眼瞼外翻，未特定上或下眼瞼
150,H02104,Unspecified ectropion of left upper eyelid,左側上眼瞼外翻
151,H02105,Unspecified ectropion of left lower eyelid,左側下眼瞼外翻
152,H02106,"Unspecified ectropion of left eye, unspecified eyelid",左側眼瞼外翻，未特定上或下眼瞼
153,H02109,"Unspecified ectropion of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之眼瞼外翻
154,H0211,Cicatricial ectropion of eyelid,瘢痕性眼瞼外翻
155,H02111,Cicatricial ectropion of right upper eyelid,右側上眼瞼瘢痕性眼瞼外翻
156,H02112,Cicatricial ectropion of right lower eyelid,右側下眼瞼瘢痕性眼瞼外翻
157,H02113,"Cicatricial ectropion of right eye, unspecified eyelid",右側眼瘢痕性眼瞼外翻，未特定上或下眼瞼
158,H02114,Cicatricial ectropion of left upper eyelid,左側上眼瞼瘢痕性眼瞼外翻
159,H02115,Cicatricial ectropion of left lower eyelid,左側下眼瞼瘢痕性眼瞼外翻
160,H02116,"Cicatricial ectropion of left eye, unspecified eyelid",左側眼瘢痕性眼瞼外翻，未特定上或下眼瞼
161,H02119,"Cicatricial ectropion of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之瘢痕性眼瞼外翻
162,H0212,Mechanical ectropion of eyelid,機械性眼瞼外翻
163,H02121,Mechanical ectropion of right upper eyelid,右側上眼瞼機械性眼瞼外翻
164,H02122,Mechanical ectropion of right lower eyelid,右側下眼瞼機械性眼瞼外翻
165,H02123,"Mechanical ectropion of right eye, unspecified eyelid",右側眼機械性眼瞼外翻，未特定上或下眼瞼
166,H02124,Mechanical ectropion of left upper eyelid,左側上眼瞼機械性眼瞼外翻
167,H02125,Mechanical ectropion of left lower eyelid,左側下眼瞼機械性眼瞼外翻
168,H02126,"Mechanical ectropion of left eye, unspecified eyelid",左側眼機械性眼瞼外翻，未特定上或下眼瞼
169,H02129,"Mechanical ectropion of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之機械性眼瞼外翻
170,H0213,Senile ectropion of eyelid,老年性眼瞼外翻
171,H02131,Senile ectropion of right upper eyelid,右側上眼瞼老年性眼瞼外翻
172,H02132,Senile ectropion of right lower eyelid,右側下眼瞼老年性眼瞼外翻
173,H02133,"Senile ectropion of right eye, unspecified eyelid",右側眼老年性眼瞼外翻，未特定眼瞼
174,H02134,Senile ectropion of left upper eyelid,左側上眼瞼老年性眼瞼外翻
175,H02135,Senile ectropion of left lower eyelid,左側下眼瞼老年性眼瞼外翻
176,H02136,"Senile ectropion of left eye, unspecified eyelid",左側眼老年性眼瞼外翻，未特定上或下眼瞼
177,H02139,"Senile ectropion of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之老年性眼瞼外翻
178,H0214,Spastic ectropion of eyelid,痙攣性眼瞼外翻
179,H02141,Spastic ectropion of right upper eyelid,右側上眼瞼痙攣性眼瞼外翻
180,H02142,Spastic ectropion of right lower eyelid,右側下眼瞼痙攣性眼瞼外翻
181,H02143,"Spastic ectropion of right eye, unspecified eyelid",右側眼痙攣性眼瞼外翻，未特定上或下眼瞼
182,H02144,Spastic ectropion of left upper eyelid,左側上眼瞼痙攣性眼瞼外翻
183,H02145,Spastic ectropion of left lower eyelid,左側下眼瞼痙攣性眼瞼外翻
184,H02146,"Spastic ectropion of left eye, unspecified eyelid",左側眼痙攣性眼瞼外翻，未特定上或下眼瞼
185,H02149,"Spastic ectropion of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之痙攣性眼瞼外翻
186,H022,Lagophthalmos,兔眼
187,H0220,Unspecified lagophthalmos,未特定之兔眼
188,H02201,Unspecified lagophthalmos right upper eyelid,右側上眼瞼兔眼
189,H02202,Unspecified lagophthalmos right lower eyelid,右側下眼瞼兔眼
190,H02203,"Unspecified lagophthalmos right eye, unspecified eyelid",右側眼之兔眼，未特定上或下眼瞼
191,H02204,Unspecified lagophthalmos left upper eyelid,左側上眼瞼兔眼
192,H02205,Unspecified lagophthalmos left lower eyelid,左側下眼瞼兔眼
193,H02206,"Unspecified lagophthalmos left eye, unspecified eyelid",左側眼之兔眼，未特定上或下眼瞼
194,H02209,"Unspecified lagophthalmos unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之兔眼
195,H0221,Cicatricial lagophthalmos,瘢痕性兔眼
196,H02211,Cicatricial lagophthalmos right upper eyelid,右側上眼瞼瘢痕性兔眼
197,H02212,Cicatricial lagophthalmos right lower eyelid,右側下眼瞼瘢痕性兔眼
198,H02213,"Cicatricial lagophthalmos right eye, unspecified eyelid",右側眼瘢痕性兔眼，未特定上或下眼瞼
199,H02214,Cicatricial lagophthalmos left upper eyelid,左側上眼瞼瘢痕性兔眼
200,H02215,Cicatricial lagophthalmos left lower eyelid,左側下眼瞼瘢痕性兔眼
201,H02216,"Cicatricial lagophthalmos left eye, unspecified eyelid",左側眼瘢痕性兔眼，未特定上或下眼瞼
202,H02219,"Cicatricial lagophthalmos unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之瘢痕性兔眼
203,H0222,Mechanical lagophthalmos,機械性兔眼
204,H02221,Mechanical lagophthalmos right upper eyelid,右側上眼瞼機械性兔眼
205,H02222,Mechanical lagophthalmos right lower eyelid,右側下眼瞼機械性兔眼
206,H02223,"Mechanical lagophthalmos right eye, unspecified eyelid",右側眼機械性兔眼，未特定上或下眼瞼
207,H02224,Mechanical lagophthalmos left upper eyelid,左側上眼瞼機械性兔眼
208,H02225,Mechanical lagophthalmos left lower eyelid,左側下眼瞼之機械性兔眼
209,H02226,"Mechanical lagophthalmos left eye, unspecified eyelid",左側眼機械性兔眼，未特定上或下眼瞼
210,H02229,"Mechanical lagophthalmos unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之機械性兔眼
211,H0223,Paralytic lagophthalmos,麻痺性兔眼
212,H02231,Paralytic lagophthalmos right upper eyelid,右側上眼瞼麻痺性兔眼
213,H02232,Paralytic lagophthalmos right lower eyelid,右側下眼瞼麻痺性兔眼
214,H02233,"Paralytic lagophthalmos right eye, unspecified eyelid",右側眼麻痺性兔眼，未特定上或下眼瞼
215,H02234,Paralytic lagophthalmos left upper eyelid,左側上眼瞼麻痺性兔眼
216,H02235,Paralytic lagophthalmos left lower eyelid,左側下眼瞼麻痺性兔眼
217,H02236,"Paralytic lagophthalmos left eye, unspecified eyelid",左側眼麻痺性兔眼，未特定上或下眼瞼
218,H02239,"Paralytic lagophthalmos unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之麻痺性兔眼
219,H023,Blepharochalasis,眼瞼鬆弛
220,H0230,"Blepharochalasis unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之眼瞼鬆弛
221,H0231,Blepharochalasis right upper eyelid,右側上眼瞼鬆弛
222,H0232,Blepharochalasis right lower eyelid,右側下眼瞼鬆弛
223,H0233,"Blepharochalasis right eye, unspecified eyelid",右側眼瞼鬆弛，未特定上或下眼瞼
224,H0234,Blepharochalasis left upper eyelid,左側上眼瞼鬆弛
225,H0235,Blepharochalasis left lower eyelid,左側下眼瞼鬆弛
226,H0236,"Blepharochalasis left eye, unspecified eyelid",左側眼瞼鬆弛，未特定上或下眼瞼
227,H024,Ptosis of eyelid,眼瞼下垂
228,H0240,Unspecified ptosis of eyelid,未特定之眼瞼下垂
229,H02401,Unspecified ptosis of right eyelid,右側眼瞼下垂
230,H02402,Unspecified ptosis of left eyelid,左側眼瞼下垂
231,H02403,Unspecified ptosis of bilateral eyelids,雙側眼瞼下垂
232,H02409,Unspecified ptosis of unspecified eyelid,眼瞼下垂
233,H0241,Mechanical ptosis of eyelid,機械性眼瞼下垂
234,H02411,Mechanical ptosis of right eyelid,右側眼機械性眼瞼下垂
235,H02412,Mechanical ptosis of left eyelid,左側眼機械性眼瞼下垂
236,H02413,Mechanical ptosis of bilateral eyelids,雙側眼機械性眼瞼下垂
237,H02419,Mechanical ptosis of unspecified eyelid,未特定側性之機械性眼瞼下垂
238,H0242,Myogenic ptosis of eyelid,肌原性眼瞼下垂
239,H02421,Myogenic ptosis of right eyelid,右側眼肌原性眼瞼下垂
240,H02422,Myogenic ptosis of left eyelid,左側眼肌原性眼瞼下垂
241,H02423,Myogenic ptosis of bilateral eyelids,雙側眼肌原性眼瞼下垂
242,H02429,Myogenic ptosis of unspecified eyelid,未特定側性之肌原性眼瞼下垂
243,H0243,Paralytic ptosis of eyelid,麻痺性眼瞼下垂
244,H02431,Paralytic ptosis of right eyelid,右側眼麻痺性眼瞼下垂
245,H02432,Paralytic ptosis of left eyelid,左側眼麻痺性眼瞼下垂
246,H02433,Paralytic ptosis of bilateral eyelids,雙側眼麻痺性眼瞼下垂
247,H02439,Paralytic ptosis unspecified eyelid,未特定側性之麻痺性眼瞼下垂
248,H025,Other disorders affecting eyelid function,未特定左側、右側眼及上或下之眼瞼退縮
249,H0251,Abnormal innervation syndrome,異常神經支配徵候群
250,H02511,Abnormal innervation syndrome right upper eyelid,右側上眼瞼異常神經支配徵候群
251,H02512,Abnormal innervation syndrome right lower eyelid,右側下眼瞼異常神經支配徵候群
252,H02513,"Abnormal innervation syndrome right eye, unspecified eyelid",右側眼異常神經支配徵候群，未特定上或下眼瞼
253,H02514,Abnormal innervation syndrome left upper eyelid,左側上眼瞼異常神經支配徵候群
254,H02515,Abnormal innervation syndrome left lower eyelid,左側下眼瞼異常神經支配徵候群
255,H02516,"Abnormal innervation syndrome left eye, unspecified eyelid",左側眼異常神經支配徵候群，未特定上或下眼瞼
256,H02519,"Abnormal innervation syndrome unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下眼瞼之異常神經支配徵候群
257,H0252,Blepharophimosis,眼瞼裂縫狹小
258,H02521,Blepharophimosis right upper eyelid,右側上眼瞼裂縫狹小
259,H02522,Blepharophimosis right lower eyelid,右側下眼瞼裂縫狹小
260,H02523,"Blepharophimosis right eye, unspecified eyelid",右側眼瞼裂縫狹小，未特定上或下眼瞼
261,H02524,Blepharophimosis left upper eyelid,左側上眼瞼裂縫狹小
262,H02525,Blepharophimosis left lower eyelid,左側下眼瞼裂縫狹小
263,H02526,"Blepharophimosis left eye, unspecified eyelid",左側眼瞼裂縫狹小，未特定上或下眼瞼
264,H02529,"Blepharophimosis unspecified eye, unspecified lid",未特定左側、右側眼及上或下之瞼裂縫狹小
265,H0253,Eyelid retraction,眼瞼退縮
266,H02531,Eyelid retraction right upper eyelid,右側上眼瞼退縮
267,H02532,Eyelid retraction right lower eyelid,右側下眼瞼退縮
268,H02533,"Eyelid retraction right eye, unspecified eyelid",右側眼眼瞼退縮，未特定上或下眼瞼
269,H02534,Eyelid retraction left upper eyelid,左側上眼瞼退縮
270,H02535,Eyelid retraction left lower eyelid,左側下眼瞼退縮
271,H02536,"Eyelid retraction left eye, unspecified eyelid",左側眼眼瞼退縮，未特定上或下眼瞼
272,H02539,"Eyelid retraction unspecified eye, unspecified lid",未特定左側、右側眼及上或下之眼瞼退縮
273,H0259,Other disorders affecting eyelid function,其它影響眼瞼功能之疾患
274,H026,Xanthelasma of eyelid,眼瞼黃斑瘤
275,H0260,"Xanthelasma of unspecified eye, unspecified eyelid",未特定左側、右側眼及上或下之眼瞼黃斑瘤
276,H0261,Xanthelasma of right upper eyelid,右側上眼瞼黃斑瘤
277,H0262,Xanthelasma of right lower eyelid,右側下眼瞼黃斑瘤
278,H0263,"Xanthelasma of right eye, unspecified eyelid",右側眼瞼黃斑瘤，未特定上或下眼瞼
279,H0264,Xanthelasma of left upper eyelid,左側上眼瞼黃斑瘤
280,H0265,Xanthelasma of left lower eyelid,左側下眼瞼黃斑瘤
281,H0266,"Xanthelasma of left eye, unspecified eyelid",左側眼瞼黃斑瘤，未特定上或下眼瞼
282,H027,Other and unspecified degenerative disorders of eyelid and periocular area,眼瞼及眼周其他及未特定之退化性疾患
283,H0270,Unspecified degenerative disorders of eyelid and periocular area,眼瞼及眼周之退化性疾患
284,H0271,Chloasma of eyelid and periocular area,眼瞼及眼周黃褐斑
285,H02711,Chloasma of right upper eyelid and periocular area,右側上眼瞼及眼周黃褐斑
286,H02712,Chloasma of right lower eyelid and periocular area,右側下眼瞼及眼周黃褐斑
287,H02713,"Chloasma of right eye, unspecified eyelid and periocular area",右側眼黃褐斑，未特定上或下眼瞼及眼周
288,H02714,Chloasma of left upper eyelid and periocular area,左側上眼瞼及眼周黃褐斑
289,H02715,Chloasma of left lower eyelid and periocular area,左側下眼瞼及眼周黃褐斑
290,H02716,"Chloasma of left eye, unspecified eyelid and periocular area",左側眼黃褐斑，未特定上或下眼瞼及眼周
291,H02719,"Chloasma of unspecified eye, unspecified eyelid and periocular area",未特定左側、右側眼及上或下眼瞼及眼周之黃褐斑
292,H0272,Madarosis of eyelid and periocular area,眼瞼及眼周睫毛脫落
293,H02721,Madarosis of right upper eyelid and periocular area,右側上眼瞼及眼周睫毛脫落
294,H02722,Madarosis of right lower eyelid and periocular area,右側下眼瞼及眼周睫毛脫落
295,H02723,"Madarosis of right eye, unspecified eyelid and periocular area",右側眼瞼睫毛脫落，未特定上或下眼瞼及眼周
296,H02724,Madarosis of left upper eyelid and periocular area,左側上眼瞼及眼周睫毛脫落
297,H02725,Madarosis of left lower eyelid and periocular area,左側下眼瞼及眼周睫毛脫落
298,H02726,"Madarosis of left eye, unspecified eyelid and periocular area",左側眼瞼睫毛脫落，未特定上或下眼瞼及眼周
299,H02729,"Madarosis of unspecified eye, unspecified eyelid and periocular area",未特定左側、右側眼及上或下眼瞼及眼周之眼瞼睫毛脫落
300,H0273,Vitiligo of eyelid and periocular area,眼瞼及眼周白斑
301,H02731,Vitiligo of right upper eyelid and periocular area,右側上眼瞼及眼周白斑
302,H02732,Vitiligo of right lower eyelid and periocular area,右側下眼瞼及眼周白斑
303,H02733,"Vitiligo of right eye, unspecified eyelid and periocular area",右側眼瞼白斑，未特定上或下眼瞼及眼周
304,H02734,Vitiligo of left upper eyelid and periocular area,左側上眼瞼及眼周白斑
305,H02735,Vitiligo of left lower eyelid and periocular area,左側下眼瞼及眼周白斑
306,H02736,"Vitiligo of left eye, unspecified eyelid and periocular area",左側眼瞼白斑，未特定上或下眼瞼及眼周
