,code,en_name,ch_name
23,S99819A,"Other specified injuries of ankle, unspecified side, initial encounter",未特定側其他特定踝損傷之初期照護
24,S99819D,"Other specified injuries of ankle, unspecified side, subsequent encounter",未特定側其他特定踝損傷之後續照護
25,S99819S,"Other specified injuries of ankle, unspecified side, sequela",未特定側其他特定踝損傷之後遺症
26,S9982,Other specified injuries of foot,其他特定足損傷
27,S99821,Other specified injuries of right foot,其他特定右側足損傷
28,S99821A,"Other specified injuries of right foot, initial encounter",其他特定右側足損傷之初期照護
29,S99821D,"Other specified injuries of right foot, subsequent encounter",其他特定右側足損傷之後續照護
30,S99821S,"Other specified injuries of right foot, sequela",其他特定右側足損傷之後遺症
31,S99822,Other specified injuries of left foot,其他特定左側足損傷
32,S99822A,"Other specified injuries of left foot, initial encounter",其他特定左側足損傷之初期照護
33,S99822D,"Other specified injuries of left foot, subsequent encounter",其他特定左側足損傷之後續照護
34,S99822S,"Other specified injuries of left foot, sequela",其他特定左側足損傷之後遺症
35,S99829,"Other specified injuries of foot, unspecified side",其他特定側足部其他特定損傷
36,S99829A,"Other specified injuries of foot, unspecified side, initial encounter",未特定側其他特定足 部損傷之初期照護
37,S99829D,"Other specified injuries of foot, unspecified side, subsequent encounter",未特定側其他特定足 部損傷之後續照護
38,S99829S,"Other specified injuries of foot, unspecified side, sequela",未特定側其他特定足 部損傷之後遺症
39,S999,Unspecified injury of ankle and foot,踝部和足未特定損傷
40,S9991,Unspecified injury of ankle,踝部未特定損傷
41,S99911,Unspecified injury of right ankle,右踝部未特定損傷
42,S99911A,"Unspecified injury of right ankle, initial encounter",右踝部未特定損傷之初期照護
43,S99911D,"Unspecified injury of right ankle, subsequent encounter",右踝部未特定損傷之後續照護
44,S99911S,"Unspecified injury of right ankle, sequela",右踝部未特定損傷之後遺症
45,S99912,Unspecified injury of left ankle,左踝部未特定損傷
46,S99912A,"Unspecified injury of left ankle, initial encounter",左踝部未特定損傷之初期照護
47,S99912D,"Unspecified injury of left ankle, subsequent encounter",左踝部未特定損傷之後續照護
48,S99912S,"Unspecified injury of left ankle, sequela",左踝部未特定損傷之後遺症
49,S99919,"Unspecified injury of ankle, unspecified side",未特定側踝部未特定損傷
50,S99919A,"Unspecified injury of ankle, unspecified side, initial encounter",未特定側踝部損傷之初期照護
51,S99919D,"Unspecified injury of ankle, unspecified side, subsequent encounter",未特定側踝部損傷之後續照護
52,S99919S,"Unspecified injury of ankle, unspecified side, sequela",未特定側踝部損傷之後遺症
53,S9992,Unspecified injury of foot,足部未特定損傷
54,S99921,Unspecified injury of right foot,右足部未特定損傷
55,S99921A,"Unspecified injury of right foot, initial encounter",右足部未特定損傷之初期照護
56,S99921D,"Unspecified injury of right foot, subsequent encounter",右足部未特定損傷之後續照護
57,S99921S,"Unspecified injury of right foot, sequela",右足部未特定損傷之後遺症
58,S99922,Unspecified injury of left foot,左足部未特定損傷
59,S99922A,"Unspecified injury of left foot, initial encounter",左足部未特定損傷之初期照護
60,S99922D,"Unspecified injury of left foot, subsequent encounter",左足部未特定損傷之後續照護
61,S99922S,"Unspecified injury of left foot, sequela",左足部未特定損傷之後遺症
62,S99929,"Unspecified injury of foot, unspecified side",未特定側足部未特定損傷
63,S99929A,"Unspecified injury of foot, unspecified side, initial encounter",未特定側足部未特定損傷，初期照護
64,S99929D,"Unspecified injury of foot, unspecified side, subsequent encounter",未特定側足部未特定損傷之後續照護
65,S99929S,"Unspecified injury of foot, unspecified side, sequela",未特定側足部損傷之後遺症
66,T07,Unspecified multiple injuries,未特定多處損傷
67,T14,Injury of unspecified body region,其他身體損傷
68,T148,Other injury of suspecified body region,其他特定身體損傷
69,T149,Unspecified injury,損傷
70,T1490,"Injury, unspecified",損傷，未特定
71,T1491,Suicide attempt,自殺企圖
72,T15,Foreign body on external eye,眼表面異物
73,T150,Foreign body in cornea,眼角膜異物
74,T1500,"Foreign body in cornea, unspecified eye",未特定眼角膜異物
75,T1500xA,"Foreign body in cornea, unspecified eye, initial encounter",未特定眼角膜異物 之初期照護
76,T1500xD,"Foreign body in cornea, unspecified eye, subsequent encounter",未特定眼角膜異物 ，後續照護
77,T1500xS,"Foreign body in cornea, unspecified eye, sequela",未特定眼角膜異物 之後遺症
78,T1501,"Foreign body in cornea, right eye",右眼角膜異物
79,T1501xA,"Foreign body in cornea, right eye, initial encounter",右眼角膜異物 之初期照護
80,T1501xD,"Foreign body in cornea, right eye, subsequent encounter",右眼角膜異物 之後續照護
81,T1501xS,"Foreign body in cornea, right eye, sequela",右眼角膜異物 之後遺症
82,T1502,"Foreign body in cornea, left eye",左眼角膜異物
83,T1502xA,"Foreign body in cornea, left eye, initial encounter",左眼角膜異物 之初期照護
84,T1502xD,"Foreign body in cornea, left eye, subsequent encounter",左眼角膜異物 之後續照護
85,T1502xS,"Foreign body in cornea, left eye, sequela",左眼角膜異物 之後遺症
86,T151,Foreign body in conjunctival sac,眼結膜囊異物
87,T1510,"Foreign body in conjunctival sac, unspecified eye",未特定眼結膜囊異物
88,T1510xA,"Foreign body in conjunctival sac, unspecified eye, initial encounter",未特定眼結膜囊異物 之初期照護
89,T1510xD,"Foreign body in conjunctival sac, unspecified eye, subsequent encounter",未特定眼結膜囊異物 之後續照護
90,T1510xS,"Foreign body in conjunctival sac, unspecified eye, sequela",未特定眼結膜囊異物 之後遺症
91,T1511,"Foreign body in conjunctival sac, right eye",右眼結膜囊異物
92,T1511xA,"Foreign body in conjunctival sac, right eye, initial encounter",右眼結膜囊異物 之初期照護
93,T1511xD,"Foreign body in conjunctival sac, right eye, subsequent encounter",右眼結膜囊異物 之後續照護
94,T1511xS,"Foreign body in conjunctival sac, right eye, sequela",右眼結膜囊異物 之後遺症
95,T1512,"Foreign body in conjunctival sac, left eye",左眼結膜囊異物
96,T1512xA,"Foreign body in conjunctival sac, left eye, initial encounter",左眼結膜囊異物 之初期照護
97,T1512xD,"Foreign body in conjunctival sac, left eye, subsequent encounter",左眼結膜囊異物 之後續照護
98,T1512xS,"Foreign body in conjunctival sac, left eye, sequela",左眼結膜囊異物 之後遺症
99,T158,Foreign body in other and multiple parts of external eye,未特定眼表面其他和多處異物
100,T1580,"Foreign body in other and multiple parts of external eye, unspecified eye",未特定側未特定眼表面其他和多處異物
101,T1580xA,"Foreign body in other and multiple parts of external eye, unspecified eye, initial encounter",未特定眼表面其他和多處異物之初期照護
102,T1580xD,"Foreign body in other and multiple parts of external eye, unspecified eye, subsequent encounter",未特定眼表面其他和多處異物之後續照護
103,T1580xS,"Foreign body in other and multiple parts of external eye, unspecified eye, sequela",未特定眼表面其他和多處異物之後遺症
104,T1581,"Foreign body in other and multiple parts of external eye, right eye",右眼表面其他和多處異物
105,T1581xA,"Foreign body in other and multiple parts of external eye, right eye, initial encounter",右眼表面其他和多處異物之初期照護
106,T1581xD,"Foreign body in other and multiple parts of external eye, right eye, subsequent encounter",右眼表面其他和多處異物之後續照護
107,T1581xS,"Foreign body in other and multiple parts of external eye, right eye, sequela",右眼表面其他和多處異物之後遺症
108,T1582,"Foreign body in other and multiple parts of external eye, left eye",左眼表面其他和多處異物
109,T1582xA,"Foreign body in other and multiple parts of external eye, left eye, initial encounter",左眼表面其他和多處異物之初期照護
110,T1582xD,"Foreign body in other and multiple parts of external eye, left eye, subsequent encounter",左眼表面其他和多處異物之後續照護
111,T1582xS,"Foreign body in other and multiple parts of external eye, left eye, sequela",左眼表面其他和多處異物之後遺症
112,T159,"Foreign body on external eye, part unspecified",未特定部位表面之異物
113,T1590,"Foreign body on external eye, part unspecified, unspecified eye",未特定眼未特定部位表面之異物
114,T1590xA,"Foreign body on external eye, part unspecified, unspecified eye, initial encounter",未特定眼未特定部位表面之異物 之初期照護
115,T1590xD,"Foreign body on external eye, part unspecified, unspecified eye, subsequent encounter",未特定眼未特定部位表面異物之後續照護
116,T1590xS,"Foreign body on external eye, part unspecified, unspecified eye, sequela",未特定眼未特定部位表面異物之後遺症
117,T1591,"Foreign body on external eye, part unspecified, right eye",右眼未特定部位表面之異物
118,T1591xA,"Foreign body on external eye, part unspecified, right eye, initial encounter",右眼表面未特定部位異物之初期照護
119,T1591xD,"Foreign body on external eye, part unspecified, right eye, subsequent encounter",右眼表面未特定部位異物之後續照護
120,T1591xS,"Foreign body on external eye, part unspecified, right eye, sequela",右眼表面未特定部位異物之後遺症
121,T1592,"Foreign body on external eye, part unspecified, left eye",左眼未特定部位表面之異物
122,T1592xA,"Foreign body on external eye, part unspecified, left eye, initial encounter",左眼表面未特定部位之異物 之初期照護
123,T1592xD,"Foreign body on external eye, part unspecified, left eye, subsequent encounter",左眼表面未特定部位異物之後續照護
124,T1592xS,"Foreign body on external eye, part unspecified, left eye, sequela",左眼表面未特定部位異物之後遺症
125,T16,Foreign body in ear,耳異物
126,T161,Foreign body in right ear,右耳異物
127,T161xxA,"Foreign body in right ear, initial encounter",右耳異物 之初期照護
128,T161xxD,"Foreign body in right ear, subsequent encounter",右耳異物 之後續照護
129,T161xxS,"Foreign body in right ear, sequela",右耳異物 之後遺症
130,T162,Foreign body in left ear,左耳異物
131,T162xxA,"Foreign body in left ear, initial encounter",左耳異物 之初期照護
132,T162xxD,"Foreign body in left ear, subsequent encounter",左耳異物 之後續照護
133,T162xxS,"Foreign body in left ear, sequela",左耳異物 之後遺症
134,T169,"Foreign body in ear, unspecified ear",未特定耳異物
135,T169xxA,"Foreign body in ear, unspecified ear, initial encounter",未特定耳異物 之初期照護
136,T169xxD,"Foreign body in ear, unspecified ear, subsequent encounter",未特定耳異物 之後續照護
137,T169xxS,"Foreign body in ear, unspecified ear, sequela",未特定耳異物 之後遺症
138,T17,Foreign body in respiratory tract,呼吸道異物
139,T170,Foreign body in nasal sinus,鼻竇異物
140,T170xxA,"Foreign body in nasal sinus, initial encounter",鼻竇異物之初期照護
141,T170xxD,"Foreign body in nasal sinus, subsequent encounter",鼻竇異物 之後續照護
142,T170xxS,"Foreign body in nasal sinus, sequela",鼻竇異物 之後遺症
143,T171,Foreign body in nostril,鼻孔異物
144,T171xxA,"Foreign body in nostril, initial encounter",鼻孔異物之初期照護
145,T171xxD,"Foreign body in nostril, subsequent encounter",鼻孔異物之後續照護
146,T171xxS,"Foreign body in nostril, sequela",鼻孔異物，後遺症
147,T172,Foreign body in pharynx,咽處異物
148,T1720,Unspecified foreign body in pharynx,未特定咽處異物
149,T17200,Unspecified foreign body in pharynx causing asphyxiation,未特定咽處異物導致窒息
150,T17200A,"Unspecified foreign body in pharynx causing asphyxiation, initial encounter",未特定咽處異物導致窒息之初期照護
151,T17200D,"Unspecified foreign body in pharynx causing asphyxiation, subsequent encounter",未特定咽處異物導致窒息之後續照護
152,T17200S,"Unspecified foreign body in pharynx causing asphyxiation, sequela",未特定咽處異物導致窒息之後遺症
153,T17208,Unspecified foreign body in pharynx causing other injury,未特定咽處之異物 導致其他損傷
154,T17208A,"Unspecified foreign body in pharynx causing other injury, initial encounter",未特定咽處之異物 導致其他損傷之初期照護
155,T17208D,"Unspecified foreign body in pharynx causing other injury, subsequent encounter",未特定咽處異物導致其他損傷之後續照護
156,T17208S,"Unspecified foreign body in pharynx causing other injury, sequela",未特定咽處異物導致其他損傷之後遺症
157,T1721,Gastric contents in pharynx,胃內容物在咽處
158,T17210,Gastric contents in pharynx causing asphyxiation,胃內容物在咽處導致窒息
159,T17210A,"Gastric contents in pharynx causing asphyxiation, initial encounter",胃內容物在咽處導致窒息之初期照護
160,T17210D,"Gastric contents in pharynx causing asphyxiation, subsequent encounter",胃內容物在咽處導致窒息之後續照護
161,T17210S,"Gastric contents in pharynx causing asphyxiation, sequela",胃內容物在咽處導致窒息之後遺症
162,T17218,Gastric contents in pharynx causing other injury,胃內容物在咽處導致其他損傷
163,T17218A,"Gastric contents in pharynx causing other injury, initial encounter",胃內容物在咽處導致其他損傷之初期照護
164,T17218D,"Gastric contents in pharynx causing other injury, subsequent encounter",胃內容物在咽處導致其他損傷之後續照護
165,T17218S,"Gastric contents in pharynx causing other injury, sequela",胃內容物在咽處導致其他損傷之後遺症
166,T1722,Food in pharynx,食物在咽處
167,T17220,Food in pharynx causing asphyxiation,食物在咽處導致窒息
168,T17220A,"Food in pharynx causing asphyxiation, initial encounter",食物在咽處 導致窒息之初期照護
169,T17220D,"Food in pharynx causing asphyxiation, subsequent encounter",食物在咽處導致窒息之後續照護
170,T17220S,"Food in pharynx causing asphyxiation, sequela",食物在咽處導致窒息之後遺症
171,T17228,Food in pharynx causing other injury,食物在咽處 導致其他損傷
172,T17228A,"Food in pharynx causing other injury, initial encounter",食物在咽處 導致其他損傷之初期照護
173,T17228D,"Food in pharynx causing other injury, subsequent encounter",食物在咽處 導致其他損傷之後續照護
174,T17228S,"Food in pharynx causing other injury, sequela",食物在咽處 導致其他損傷之後遺症
175,T1729,Other foreign object in pharynx,其他異物在咽處
176,T17290,Other foreign object in pharynx causing asphyxiation,其他異物在咽處導致窒息
177,T17290A,"Other foreign object in pharynx causing asphyxiation, initial encounter",其他異物在咽處導致窒息之初期照護
178,T17290D,"Other foreign object in pharynx causing asphyxiation, subsequent encounter",其他異物在咽處導致窒息之後續照護
179,T17290S,"Other foreign object in pharynx causing asphyxiation, sequela",其他異物在咽處導致窒息之後遺症
180,T17298,Other foreign object in pharynx causing other injury,其他異物在咽處 導致其他損傷
181,T17298A,"Other foreign object in pharynx causing other injury, initial encounter",其他異物在咽處導致其他損傷之初期照護
182,T17298D,"Other foreign object in pharynx causing other injury, subsequent encounter",其他異物在咽處導致其他損傷之後續照護
183,T17298S,"Other foreign object in pharynx causing other injury, sequela",其他異物在咽處導致其他損傷之後遺症
184,T173,Foreign body in larynx,異物在喉部
185,T1730,Unspecified foreign body in larynx,未特定異物在喉部
186,T17300,Unspecified foreign body in larynx causing asphyxiation,未特定異物在喉部導致窒息
187,T17300A,"Unspecified foreign body in larynx causing asphyxiation, initial encounter",未特定異物在喉部導致窒息之初期照護
188,T17300D,"Unspecified foreign body in larynx causing asphyxiation, subsequent encounter",未特定異物在喉部導致窒息之後續照護
189,T17300S,"Unspecified foreign body in larynx causing asphyxiation, sequela",未特定異物在喉部導致窒息之後遺症
190,T17308,Unspecified foreign body in larynx causing other injury,未特定異物在喉部導致其他損傷
191,T17308A,"Unspecified foreign body in larynx causing other injury, initial encounter",未特定異物在喉部導致其他損傷之初期照護
192,T17308D,"Unspecified foreign body in larynx causing other injury, subsequent encounter",未特定異物在喉部導致其他損傷之後續照護
193,T17308S,"Unspecified foreign body in larynx causing other injury, sequela",未特定異物在喉部導致其他損傷之後遺症
194,T1731,Gastric contents in larynx,胃內容物在喉部
195,T17310,Gastric contents in larynx causing asphyxiation,胃內容物在喉部導致窒息
196,T17310A,"Gastric contents in larynx causing asphyxiation, initial encounter",胃內容物在喉部導致窒息之初期照護
197,T17310D,"Gastric contents in larynx causing asphyxiation, subsequent encounter",胃內容物在喉部導致窒息之後續照護
198,T17310S,"Gastric contents in larynx causing asphyxiation, sequela",胃內容物在喉部導致窒息之後遺症
199,T17318,Gastric contents in larynx causing other injury,胃內容物在喉部導致其他損傷
200,T17318A,"Gastric contents in larynx causing other injury, initial encounter",胃內容物在喉部導致其他損傷之初期照護
201,T17318D,"Gastric contents in larynx causing other injury, subsequent encounter",胃內容物在喉部導致其他損傷之後續照護
202,T17318S,"Gastric contents in larynx causing other injury, sequela",胃內容物在喉部導致其他損傷之後遺症
203,T1732,Food in larynx,食物在喉部
204,T17320,Food in larynx causing asphyxiation,食物在喉部導致窒息
205,T17320A,"Food in larynx causing asphyxiation, initial encounter",食物在喉部導致窒息之初期照護
206,T17320D,"Food in larynx causing asphyxiation, subsequent encounter",食物在喉部導致窒息之後續照護
207,T17320S,"Food in larynx causing asphyxiation, sequela",食物在喉部導致窒息之後遺症
208,T17328,Food in larynx causing other injury,食物在喉部導致其他損傷
209,T17328A,"Food in larynx causing other injury, initial encounter",食物在喉部導致其他損傷之初期照護
210,T17328D,"Food in larynx causing other injury, subsequent encounter",食物在喉部導致其他損傷之後續照護
211,T17328S,"Food in larynx causing other injury, sequela",食物在喉部導致其他損傷之後遺症
212,T1739,Other foreign object in larynx,其他異物在喉部
213,T17390,Other foreign object in larynx causing asphyxiation,其他異物在喉部導致窒息
214,T17390A,"Other foreign object in larynx causing asphyxiation, initial encounter",其他異物在喉部導致窒息之初期照護
215,T17390D,"Other foreign object in larynx causing asphyxiation, subsequent encounter",其他異物在喉部導致窒息之後續照護
216,T17390S,"Other foreign object in larynx causing asphyxiation, sequela",其他異物在喉部導致窒息之後遺症
217,T17398,Other foreign object in larynx causing other injury,其他異物在喉部其他損傷
218,T17398A,"Other foreign object in larynx causing other injury, initial encounter",其他異物在喉部導致其他損傷之初期照護
219,T17398D,"Other foreign object in larynx causing other injury, subsequent encounter",其他異物在喉部導致其他損傷之後續照護
220,T17398S,"Other foreign object in larynx causing other injury, sequela",其他異物在喉部導致其他損傷之後遺症
221,T174,Foreign body in trachea,異物在氣管
222,T1740,Unspecified foreign body in trachea,未特定物異物在氣管
223,T17400,Unspecified foreign body in trachea causing asphyxiation A,未特定物異物在氣管導致窒息
224,T17400A,"Unspecified foreign body in trachea causing asphyxiation, initial encounter",未特定異物在氣管導致窒息之初期照護
225,T17400D,"Unspecified foreign body in trachea causing asphyxiation, subsequent encounter",未特定異物在氣管導致窒息之後續照護
226,T17400S,"Unspecified foreign body in trachea causing asphyxiation, sequela",未特定異物在氣管導致窒息之後遺症
227,T17408,Unspecified foreign body in trachea causing other injury A,未特定物異物在氣管其他損傷
228,T17408A,"Unspecified foreign body in trachea causing other injury, initial encounter",未特定異物在氣管導致其他損傷之初期照護
229,T17408D,"Unspecified foreign body in trachea causing other injury, subsequent encounter",未特定異物在氣管導致其他損傷之後續照護
230,T17408S,"Unspecified foreign body in trachea causing other injury, sequela",未特定異物在氣管導致其他損傷之後遺症
231,T1741,Gastric contents in trachea,胃內容物在氣管
232,T17410,Gastric contents in trachea causing asphyxiation A,胃內容物在氣管導致窒息
233,T17410A,"Gastric contents in trachea causing asphyxiation, initial encounter",胃內容物在氣管導致窒息之初期照護
234,T17410D,"Gastric contents in trachea causing asphyxiation, subsequent encounter",胃內容物在氣管導致窒息之後續照護
235,T17410S,"Gastric contents in trachea causing asphyxiation, sequela",胃內容物在氣管導致窒息之後遺症
236,T17418,Gastric contents in trachea causing other injury A,胃內容物在氣管導致其他損傷
237,T17418A,"Gastric contents in trachea causing other injury, initial encounter",胃內容物在氣管導致其他損傷之初期照護
238,T17418D,"Gastric contents in trachea causing other injury, subsequent encounter",胃內容物在氣管導致其他損傷之後續照護
239,T17418S,"Gastric contents in trachea causing other injury, sequela",胃內容物在氣管導致其他損傷之後遺症
240,T1742,Food in trachea,食物在氣管
241,T17420,Food in trachea causing asphyxiation A,食物在氣管導致窒息
242,T17420A,"Food in trachea causing asphyxiation, initial encounter",食物在氣管導致窒息之初期照護
243,T17420D,"Food in trachea causing asphyxiation, subsequent encounter","食物在氣管導致窒息,之後續照護"
244,T17420S,"Food in trachea causing asphyxiation, sequela","食物在氣管導致窒息,之後遺症"
245,T17428,Food in trachea causing other injury A,食物在氣管導致其他損傷
246,T17428A,"Food in trachea causing other injury, initial encounter","食物在氣管導致其他損傷,之初期照護"
247,T17428D,"Food in trachea causing other injury, subsequent encounter",食物在氣管導致其他損傷之後續照護
248,T17428S,"Food in trachea causing other injury, sequela",食物在氣管導致其他損傷之後遺症
249,T1749,Other foreign object in trachea,其他異物在氣管
250,T17490,Other foreign object in trachea causing asphyxiation A,其他異物在氣管導致窒息
251,T17490A,"Other foreign object in trachea causing asphyxiation, initial encounter",其他異物在氣管導致窒息之初期照護
252,T17490D,"Other foreign object in trachea causing asphyxiation, subsequent encounter",其他異物在氣管導致窒息之後續照護
253,T17490S,"Other foreign object in trachea causing asphyxiation, sequela",其他異物在氣管導致窒息之後遺症
254,T17498,Other foreign object in trachea causing other injury A,其他異物在氣管其他損傷
255,T17498A,"Other foreign object in trachea causing other injury, initial encounter",其他異物在氣管導致其他損傷之初期照護
256,T17498D,"Other foreign object in trachea causing other injury, subsequent encounter",其他異物在氣管導致其他損傷之後續照護
257,T17498S,"Other foreign object in trachea causing other injury, sequela",其他異物在氣管導致其他損傷之後遺症
258,T175,Foreign body in bronchus,異物在支氣管
259,T1750,Unspecified foreign body in bronchus,未特定物異物在支氣管
260,T17500,Unspecified foreign body in bronchus causing asphyxiation A,未特定物異物在支氣管導致窒息
261,T17500A,"Unspecified foreign body in bronchus causing asphyxiation, initial encounter",未特定異物在支氣管導致窒息之初期照護
262,T17500D,"Unspecified foreign body in bronchus causing asphyxiation, subsequent encounter",未特定異物在支氣管導致窒息之後續照護
263,T17500S,"Unspecified foreign body in bronchus causing asphyxiation, sequela",未特定異物在支氣管導致窒息之後遺症
264,T17508,Unspecified foreign body in bronchus causing other injury A,未特定物異物在支氣管其他損傷
265,T17508A,"Unspecified foreign body in bronchus causing other injury, initial encounter",未特定異物在支氣管導致其他損傷之初期照護
266,T17508D,"Unspecified foreign body in bronchus causing other injury, subsequent encounter",未特定異物在支氣管導致其他損傷之後續照護
267,T17508S,"Unspecified foreign body in bronchus causing other injury, sequela",未特定異物在支氣管導致其他損傷之後遺症
268,T1751,Gastric contents in bronchus,胃內容物在支氣管
269,T17510,Gastric contents in bronchus causing asphyxiation A,胃內容物在支氣管導致窒息
270,T17510A,"Gastric contents in bronchus causing asphyxiation, initial encounter",胃內容物在支氣管導致窒息之初期照護
271,T17510D,"Gastric contents in bronchus causing asphyxiation, subsequent encounter",胃內容物在支氣管導致窒息之後續照護
272,T17510S,"Gastric contents in bronchus causing asphyxiation, sequela",胃內容物在支氣管導致窒息之後遺症
273,T17518,Gastric contents in bronchus causing other injury A,胃內容物在支氣管導致其他損傷
274,T17518A,"Gastric contents in bronchus causing other injury, initial encounter",胃內容物在支氣管導致其他損傷之初期照護
275,T17518D,"Gastric contents in bronchus causing other injury, subsequent encounter",胃內容物在支氣管導致其他損傷之後續照護
276,T17518S,"Gastric contents in bronchus causing other injury, sequela",胃內容物在支氣管導致其他損傷之後遺症
277,T1752,Food in bronchus,食物在支氣管
278,T17520,Food in bronchus causing asphyxiation A,食物在支氣管導致窒息
279,T17520A,"Food in bronchus causing asphyxiation, initial encounter",食物在支氣管導致窒息之初期照護
280,T17520D,"Food in bronchus causing asphyxiation, subsequent encounter",食物在支氣管導致窒息之後續照護
281,T17520S,"Food in bronchus causing asphyxiation, sequela",食物在支氣管導致窒息之後遺症
282,T17528,Food in bronchus causing other injury A,食物在支氣管導致其他損傷
283,T17528A,"Food in bronchus causing other injury, initial encounter",食物在支氣管導致其他損傷之初期照護
284,T17528D,"Food in bronchus causing other injury, subsequent encounter",食物在支氣管導致其他損傷之後續照護
285,T17528S,"Food in bronchus causing other injury, sequela",食物在支氣管導致其他損傷之後遺症
286,T1759,Other foreign object in bronchus,其他異物在支氣管
287,T17590,Other foreign object in bronchus causing asphyxiation A,其他異物在支氣管導致窒息
288,T17590A,"Other foreign object in bronchus causing asphyxiation, initial encounter",其他異物在支氣管導致窒息之初期照護
289,T17590D,"Other foreign object in bronchus causing asphyxiation, subsequent encounter",其他異物在支氣管導致窒息之後續照護
290,T17590S,"Other foreign object in bronchus causing asphyxiation, sequela",其他異物在支氣管導致窒息之後遺症
291,T17598,Other foreign object in bronchus causing other injury A,其他異物在支氣管其他損傷
292,T17598A,"Other foreign object in bronchus causing other injury, initial encounter",其他異物在支氣管導致其他損傷之初期照護
293,T17598D,"Other foreign object in bronchus causing other injury, subsequent encounter",其他異物在支氣管導致其他損傷之後續照護
294,T17598S,"Other foreign object in bronchus causing other injury, sequela",其他異物在支氣管導致其他損傷之後遺症
295,T178,Foreign body in other parts of respiratory tract,異物在呼吸道其他部位
296,T1780,Unspecified foreign body in other parts of respiratory tract,未特定物異物在呼吸道其他部位
297,T17800,Unspecified foreign body in other parts of respiratory tract causing asphyxiation A,未特定物異物在呼吸道其他部位導致窒息
298,T17800A,"Unspecified foreign body in other parts of respiratory tract causing asphyxiation, initial encounter",未特定異物在呼吸道其他部位導致窒息之初期照護
299,T17800D,"Unspecified foreign body in other parts of respiratory tract causing asphyxiation, subsequent encounter",未特定異物在呼吸道其他部位導致窒息之後續照護
300,T17800S,"Unspecified foreign body in other parts of respiratory tract causing asphyxiation, sequela",未特定異物在呼吸道其他部位導致窒息之後遺症
301,T17808,Unspecified foreign body in other parts of respiratory tract causing other injury A,未特定物異物在呼吸道其他部位導致其他損傷
302,T17808A,"Unspecified foreign body in other parts of respiratory tract causing other injury, initial encounter",未特定異物在呼吸道其他部位導致其他損傷之初期照護
303,T17808D,"Unspecified foreign body in other parts of respiratory tract causing other injury, subsequent encounter",未特定異物在呼吸道其他部位導致其他損傷之後續照護
304,T17808S,"Unspecified foreign body in other parts of respiratory tract causing other injury, sequela",未特定異物在呼吸道其他部位導致其他損傷之後遺症
305,T1781,Gastric contents in other parts of respiratory tract,胃內容物在呼吸道其他部位
306,T17810,Gastric contents in other parts of respiratory tract causing asphyxiation A,胃內容物在呼吸道其他部位導致窒息
307,T17810A,"Gastric contents in other parts of respiratory tract causing asphyxiation, initial encounter",胃內容物在呼吸道其他部位導致窒息之初期照護
308,T17810D,"Gastric contents in other parts of respiratory tract causing asphyxiation, subsequent encounter",胃內容物在呼吸道其他部位導致窒息之後續照護
309,T17810S,"Gastric contents in other parts of respiratory tract causing asphyxiation, sequela",胃內容物在呼吸道其他部位導致窒息之後遺症
